profile,ear,band,active_prescription,centre_hz,edge_low_hz,edge_high_hz,input_level_db_spl,camfit_gain_db,output_level_db_spl,sigma_graph_input_dbfs,sigma_graph_output_dbfs,sigma_output_after_global_headroom_dbfs,global_headroom_gain_db,within_configured_sigma_graph_range
N3,left,6,True,2378.0000,1833.7000,3084.2000,29.0,32.048371,61.048371,-71.000000,-38.951629,-58.951629,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,30.0,31.660606,61.660606,-70.000000,-38.339394,-58.339394,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,31.0,31.272840,62.272840,-69.000000,-37.727160,-57.727160,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,32.0,30.885075,62.885075,-68.000000,-37.114925,-57.114925,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,33.0,30.497310,63.497310,-67.000000,-36.502690,-56.502690,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,34.0,30.109545,64.109545,-66.000000,-35.890455,-55.890455,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,35.0,29.721779,64.721779,-65.000000,-35.278221,-55.278221,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,36.0,29.334014,65.334014,-64.000000,-34.665986,-54.665986,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,37.0,28.946249,65.946249,-63.000000,-34.053751,-54.053751,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,38.0,28.558484,66.558484,-62.000000,-33.441516,-53.441516,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,39.0,28.170718,67.170718,-61.000000,-32.829282,-52.829282,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,40.0,27.782953,67.782953,-60.000000,-32.217047,-52.217047,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,41.0,27.395188,68.395188,-59.000000,-31.604812,-51.604812,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,42.0,27.007423,69.007423,-58.000000,-30.992577,-50.992577,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,43.0,26.619657,69.619657,-57.000000,-30.380343,-50.380343,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,44.0,26.231892,70.231892,-56.000000,-29.768108,-49.768108,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,45.0,25.844127,70.844127,-55.000000,-29.155873,-49.155873,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,46.0,25.456362,71.456362,-54.000000,-28.543638,-48.543638,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,47.0,25.068596,72.068596,-53.000000,-27.931404,-47.931404,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,48.0,24.680831,72.680831,-52.000000,-27.319169,-47.319169,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,49.0,24.293066,73.293066,-51.000000,-26.706934,-46.706934,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,50.0,23.905301,73.905301,-50.000000,-26.094699,-46.094699,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,51.0,23.517535,74.517535,-49.000000,-25.482465,-45.482465,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,52.0,23.129770,75.129770,-48.000000,-24.870230,-44.870230,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,53.0,22.742005,75.742005,-47.000000,-24.257995,-44.257995,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,54.0,22.354240,76.354240,-46.000000,-23.645760,-43.645760,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,55.0,21.966475,76.966475,-45.000000,-23.033525,-43.033525,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,56.0,21.578709,77.578709,-44.000000,-22.421291,-42.421291,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,57.0,21.190944,78.190944,-43.000000,-21.809056,-41.809056,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,58.0,20.803179,78.803179,-42.000000,-21.196821,-41.196821,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,59.0,20.415414,79.415414,-41.000000,-20.584586,-40.584586,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,60.0,20.027648,80.027648,-40.000000,-19.972352,-39.972352,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,61.0,19.639883,80.639883,-39.000000,-19.360117,-39.360117,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,62.0,19.252118,81.252118,-38.000000,-18.747882,-38.747882,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,63.0,18.864353,81.864353,-37.000000,-18.135647,-38.135647,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,64.0,18.476587,82.476587,-36.000000,-17.523413,-37.523413,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,65.0,18.088822,83.088822,-35.000000,-16.911178,-36.911178,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,66.0,17.701057,83.701057,-34.000000,-16.298943,-36.298943,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,67.0,17.313292,84.313292,-33.000000,-15.686708,-35.686708,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,68.0,16.925526,84.925526,-32.000000,-15.074474,-35.074474,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,69.0,16.537761,85.537761,-31.000000,-14.462239,-34.462239,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,70.0,16.149996,86.149996,-30.000000,-13.850004,-33.850004,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,71.0,15.762231,86.762231,-29.000000,-13.237769,-33.237769,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,72.0,15.374465,87.374465,-28.000000,-12.625535,-32.625535,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,73.0,14.986700,87.986700,-27.000000,-12.013300,-32.013300,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,74.0,14.598935,88.598935,-26.000000,-11.401065,-31.401065,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,75.0,14.211170,89.211170,-25.000000,-10.788830,-30.788830,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,76.0,13.823404,89.823404,-24.000000,-10.176596,-30.176596,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,77.0,13.435639,90.435639,-23.000000,-9.564361,-29.564361,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,78.0,13.047874,91.047874,-22.000000,-8.952126,-28.952126,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,79.0,12.660109,91.660109,-21.000000,-8.339891,-28.339891,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,80.0,12.272343,92.272343,-20.000000,-7.727657,-27.727657,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,81.0,11.884578,92.884578,-19.000000,-7.115422,-27.115422,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,82.0,11.496813,93.496813,-18.000000,-6.503187,-26.503187,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,83.0,11.109048,94.109048,-17.000000,-5.890952,-25.890952,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,84.0,10.721282,94.721282,-16.000000,-5.278718,-25.278718,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,85.0,10.333517,95.333517,-15.000000,-4.666483,-24.666483,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,86.0,9.945752,95.945752,-14.000000,-4.054248,-24.054248,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,87.0,9.557987,96.557987,-13.000000,-3.442013,-23.442013,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,88.0,9.170222,97.170222,-12.000000,-2.829778,-22.829778,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,89.0,8.782456,97.782456,-11.000000,-2.217544,-22.217544,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,90.0,8.394691,98.394691,-10.000000,-1.605309,-21.605309,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,91.0,8.006926,99.006926,-9.000000,-0.993074,-20.993074,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,92.0,7.619161,99.619161,-8.000000,-0.380839,-20.380839,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,93.0,7.000000,100.000000,-7.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,94.0,6.000000,100.000000,-6.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,95.0,5.000000,100.000000,-5.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,96.0,4.000000,100.000000,-4.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,97.0,3.000000,100.000000,-3.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,98.0,2.000000,100.000000,-2.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,99.0,1.000000,100.000000,-1.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,100.0,0.000000,100.000000,0.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,101.0,-1.000000,100.000000,1.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,102.0,-2.000000,100.000000,2.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,103.0,-3.000000,100.000000,3.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,104.0,-4.000000,100.000000,4.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,105.0,-5.000000,100.000000,5.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,106.0,-6.000000,100.000000,6.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,107.0,-7.000000,100.000000,7.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,108.0,-8.000000,100.000000,8.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,109.0,-9.000000,100.000000,9.000000,0.000000,-20.000000,-20.000000,True
N3,left,6,True,2378.0000,1833.7000,3084.2000,110.0,-10.000000,100.000000,10.000000,0.000000,-20.000000,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,-10.0,39.733001,29.733001,-110.000000,-70.266999,-90.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,-9.0,39.733001,30.733001,-109.000000,-69.266999,-89.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,-8.0,39.733001,31.733001,-108.000000,-68.266999,-88.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,-7.0,39.733001,32.733001,-107.000000,-67.266999,-87.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,-6.0,39.733001,33.733001,-106.000000,-66.266999,-86.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,-5.0,39.733001,34.733001,-105.000000,-65.266999,-85.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,-4.0,39.733001,35.733001,-104.000000,-64.266999,-84.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,-3.0,39.733001,36.733001,-103.000000,-63.266999,-83.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,-2.0,39.733001,37.733001,-102.000000,-62.266999,-82.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,-1.0,39.733001,38.733001,-101.000000,-61.266999,-81.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,0.0,39.733001,39.733001,-100.000000,-60.266999,-80.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,1.0,39.733001,40.733001,-99.000000,-59.266999,-79.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,2.0,39.733001,41.733001,-98.000000,-58.266999,-78.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,3.0,39.733001,42.733001,-97.000000,-57.266999,-77.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,4.0,39.733001,43.733001,-96.000000,-56.266999,-76.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,5.0,39.733001,44.733001,-95.000000,-55.266999,-75.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,6.0,39.733001,45.733001,-94.000000,-54.266999,-74.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,7.0,39.733001,46.733001,-93.000000,-53.266999,-73.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,8.0,39.733001,47.733001,-92.000000,-52.266999,-72.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,9.0,39.733001,48.733001,-91.000000,-51.266999,-71.266999,-20.000000,False
N3,left,7,True,4000.0000,3084.2000,5187.3000,10.0,39.733001,49.733001,-90.000000,-50.266999,-70.266999,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,11.0,39.733001,50.733001,-89.000000,-49.266999,-69.266999,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,12.0,39.733001,51.733001,-88.000000,-48.266999,-68.266999,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,13.0,39.733001,52.733001,-87.000000,-47.266999,-67.266999,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,14.0,39.733001,53.733001,-86.000000,-46.266999,-66.266999,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,15.0,39.733001,54.733001,-85.000000,-45.266999,-65.266999,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,16.0,39.733001,55.733001,-84.000000,-44.266999,-64.266999,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,17.0,39.733001,56.733001,-83.000000,-43.266999,-63.266999,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,18.0,39.733001,57.733001,-82.000000,-42.266999,-62.266999,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,19.0,39.733001,58.733001,-81.000000,-41.266999,-61.266999,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,20.0,39.733001,59.733001,-80.000000,-40.266999,-60.266999,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,21.0,39.733001,60.733001,-79.000000,-39.266999,-59.266999,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,22.0,39.733001,61.733001,-78.000000,-38.266999,-58.266999,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,23.0,39.733001,62.733001,-77.000000,-37.266999,-57.266999,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,24.0,39.218270,63.218270,-76.000000,-36.781730,-56.781730,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,25.0,38.703539,63.703539,-75.000000,-36.296461,-56.296461,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,26.0,38.188808,64.188808,-74.000000,-35.811192,-55.811192,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,27.0,37.674077,64.674077,-73.000000,-35.325923,-55.325923,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,28.0,37.159346,65.159346,-72.000000,-34.840654,-54.840654,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,29.0,36.644615,65.644615,-71.000000,-34.355385,-54.355385,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,30.0,36.129884,66.129884,-70.000000,-33.870116,-53.870116,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,31.0,35.615153,66.615153,-69.000000,-33.384847,-53.384847,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,32.0,35.100422,67.100422,-68.000000,-32.899578,-52.899578,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,33.0,34.585691,67.585691,-67.000000,-32.414309,-52.414309,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,34.0,34.070960,68.070960,-66.000000,-31.929040,-51.929040,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,35.0,33.556229,68.556229,-65.000000,-31.443771,-51.443771,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,36.0,33.041498,69.041498,-64.000000,-30.958502,-50.958502,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,37.0,32.526767,69.526767,-63.000000,-30.473233,-50.473233,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,38.0,32.012036,70.012036,-62.000000,-29.987964,-49.987964,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,39.0,31.497305,70.497305,-61.000000,-29.502695,-49.502695,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,40.0,30.982574,70.982574,-60.000000,-29.017426,-49.017426,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,41.0,30.467843,71.467843,-59.000000,-28.532157,-48.532157,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,42.0,29.953112,71.953112,-58.000000,-28.046888,-48.046888,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,43.0,29.438381,72.438381,-57.000000,-27.561619,-47.561619,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,44.0,28.923650,72.923650,-56.000000,-27.076350,-47.076350,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,45.0,28.408919,73.408919,-55.000000,-26.591081,-46.591081,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,46.0,27.894188,73.894188,-54.000000,-26.105812,-46.105812,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,47.0,27.379457,74.379457,-53.000000,-25.620543,-45.620543,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,48.0,26.864726,74.864726,-52.000000,-25.135274,-45.135274,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,49.0,26.349995,75.349995,-51.000000,-24.650005,-44.650005,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,50.0,25.835264,75.835264,-50.000000,-24.164736,-44.164736,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,51.0,25.320533,76.320533,-49.000000,-23.679467,-43.679467,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,52.0,24.805802,76.805802,-48.000000,-23.194198,-43.194198,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,53.0,24.291071,77.291071,-47.000000,-22.708929,-42.708929,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,54.0,23.776340,77.776340,-46.000000,-22.223660,-42.223660,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,55.0,23.261609,78.261609,-45.000000,-21.738391,-41.738391,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,56.0,22.746878,78.746878,-44.000000,-21.253122,-41.253122,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,57.0,22.232147,79.232147,-43.000000,-20.767853,-40.767853,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,58.0,21.717416,79.717416,-42.000000,-20.282584,-40.282584,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,59.0,21.202685,80.202685,-41.000000,-19.797315,-39.797315,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,60.0,20.687954,80.687954,-40.000000,-19.312046,-39.312046,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,61.0,20.173223,81.173223,-39.000000,-18.826777,-38.826777,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,62.0,19.658492,81.658492,-38.000000,-18.341508,-38.341508,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,63.0,19.143761,82.143761,-37.000000,-17.856239,-37.856239,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,64.0,18.629030,82.629030,-36.000000,-17.370970,-37.370970,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,65.0,18.114299,83.114299,-35.000000,-16.885701,-36.885701,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,66.0,17.599568,83.599568,-34.000000,-16.400432,-36.400432,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,67.0,17.084837,84.084837,-33.000000,-15.915163,-35.915163,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,68.0,16.570106,84.570106,-32.000000,-15.429894,-35.429894,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,69.0,16.055375,85.055375,-31.000000,-14.944625,-34.944625,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,70.0,15.540644,85.540644,-30.000000,-14.459356,-34.459356,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,71.0,15.025913,86.025913,-29.000000,-13.974087,-33.974087,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,72.0,14.511182,86.511182,-28.000000,-13.488818,-33.488818,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,73.0,13.996451,86.996451,-27.000000,-13.003549,-33.003549,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,74.0,13.481720,87.481720,-26.000000,-12.518280,-32.518280,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,75.0,12.966989,87.966989,-25.000000,-12.033011,-32.033011,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,76.0,12.452258,88.452258,-24.000000,-11.547742,-31.547742,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,77.0,11.937527,88.937527,-23.000000,-11.062473,-31.062473,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,78.0,11.422796,89.422796,-22.000000,-10.577204,-30.577204,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,79.0,10.908065,89.908065,-21.000000,-10.091935,-30.091935,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,80.0,10.393334,90.393334,-20.000000,-9.606666,-29.606666,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,81.0,9.878603,90.878603,-19.000000,-9.121397,-29.121397,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,82.0,9.363872,91.363872,-18.000000,-8.636128,-28.636128,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,83.0,8.849141,91.849141,-17.000000,-8.150859,-28.150859,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,84.0,8.334410,92.334410,-16.000000,-7.665590,-27.665590,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,85.0,7.819679,92.819679,-15.000000,-7.180321,-27.180321,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,86.0,7.304948,93.304948,-14.000000,-6.695052,-26.695052,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,87.0,6.790217,93.790217,-13.000000,-6.209783,-26.209783,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,88.0,6.275486,94.275486,-12.000000,-5.724514,-25.724514,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,89.0,5.760755,94.760755,-11.000000,-5.239245,-25.239245,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,90.0,5.246024,95.246024,-10.000000,-4.753976,-24.753976,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,91.0,4.731293,95.731293,-9.000000,-4.268707,-24.268707,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,92.0,4.216562,96.216562,-8.000000,-3.783438,-23.783438,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,93.0,3.701831,96.701831,-7.000000,-3.298169,-23.298169,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,94.0,3.187100,97.187100,-6.000000,-2.812900,-22.812900,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,95.0,2.672370,97.672370,-5.000000,-2.327630,-22.327630,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,96.0,2.157639,98.157639,-4.000000,-1.842361,-21.842361,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,97.0,1.642908,98.642908,-3.000000,-1.357092,-21.357092,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,98.0,1.128177,99.128177,-2.000000,-0.871823,-20.871823,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,99.0,0.613446,99.613446,-1.000000,-0.386554,-20.386554,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,100.0,0.000000,100.000000,0.000000,0.000000,-20.000000,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,101.0,-1.000000,100.000000,1.000000,0.000000,-20.000000,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,102.0,-2.000000,100.000000,2.000000,0.000000,-20.000000,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,103.0,-3.000000,100.000000,3.000000,0.000000,-20.000000,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,104.0,-4.000000,100.000000,4.000000,0.000000,-20.000000,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,105.0,-5.000000,100.000000,5.000000,0.000000,-20.000000,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,106.0,-6.000000,100.000000,6.000000,0.000000,-20.000000,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,107.0,-7.000000,100.000000,7.000000,0.000000,-20.000000,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,108.0,-8.000000,100.000000,8.000000,0.000000,-20.000000,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,109.0,-9.000000,100.000000,9.000000,0.000000,-20.000000,-20.000000,True
N3,left,7,True,4000.0000,3084.2000,5187.3000,110.0,-10.000000,100.000000,10.000000,0.000000,-20.000000,-20.000000,True
N3,left,8,True,6727.0000,5187.3000,8724.1000,-10.0,56.596912,46.596912,-110.000000,-53.403088,-73.403088,-20.000000,False
N3,left,8,True,6727.0000,5187.3000,8724.1000,-9.0,56.596912,47.596912,-109.000000,-52.403088,-72.403088,-20.000000,False
N3,left,8,True,6727.0000,5187.3000,8724.1000,-8.0,56.596912,48.596912,-108.000000,-51.403088,-71.403088,-20.000000,False
N3,left,8,True,6727.0000,5187.3000,8724.1000,-7.0,56.596912,49.596912,-107.000000,-50.403088,-70.403088,-20.000000,False
