profile,ear,band,active_prescription,centre_hz,edge_low_hz,edge_high_hz,input_level_db_spl,camfit_gain_db,output_level_db_spl,sigma_graph_input_dbfs,sigma_graph_output_dbfs,sigma_output_after_global_headroom_dbfs,global_headroom_gain_db,within_configured_sigma_graph_range
S2,right,3,True,500.0000,385.3570,648.4597,90.0,1.187729,91.187729,-10.000000,-8.812271,-28.812271,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,91.0,1.173861,92.173861,-9.000000,-7.826139,-27.826139,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,92.0,1.159992,93.159992,-8.000000,-6.840008,-26.840008,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,93.0,1.146124,94.146124,-7.000000,-5.853876,-25.853876,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,94.0,1.132255,95.132255,-6.000000,-4.867745,-24.867745,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,95.0,1.118387,96.118387,-5.000000,-3.881613,-23.881613,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,96.0,1.104518,97.104518,-4.000000,-2.895482,-22.895482,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,97.0,1.090650,98.090650,-3.000000,-1.909350,-21.909350,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,98.0,1.076781,99.076781,-2.000000,-0.923219,-20.923219,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,99.0,1.000000,100.000000,-1.000000,0.000000,-20.000000,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,100.0,0.000000,100.000000,0.000000,0.000000,-20.000000,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,101.0,-1.000000,100.000000,1.000000,0.000000,-20.000000,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,102.0,-2.000000,100.000000,2.000000,0.000000,-20.000000,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,103.0,-3.000000,100.000000,3.000000,0.000000,-20.000000,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,104.0,-4.000000,100.000000,4.000000,0.000000,-20.000000,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,105.0,-5.000000,100.000000,5.000000,0.000000,-20.000000,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,106.0,-6.000000,100.000000,6.000000,0.000000,-20.000000,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,107.0,-7.000000,100.000000,7.000000,0.000000,-20.000000,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,108.0,-8.000000,100.000000,8.000000,0.000000,-20.000000,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,109.0,-9.000000,100.000000,9.000000,0.000000,-20.000000,-20.000000,True
S2,right,3,True,500.0000,385.3570,648.4597,110.0,-10.000000,100.000000,10.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,-10.0,7.896359,-2.103641,-110.000000,-102.103641,-122.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,-9.0,7.896359,-1.103641,-109.000000,-101.103641,-121.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,-8.0,7.896359,-0.103641,-108.000000,-100.103641,-120.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,-7.0,7.896359,0.896359,-107.000000,-99.103641,-119.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,-6.0,7.896359,1.896359,-106.000000,-98.103641,-118.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,-5.0,7.896359,2.896359,-105.000000,-97.103641,-117.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,-4.0,7.896359,3.896359,-104.000000,-96.103641,-116.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,-3.0,7.896359,4.896359,-103.000000,-95.103641,-115.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,-2.0,7.896359,5.896359,-102.000000,-94.103641,-114.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,-1.0,7.896359,6.896359,-101.000000,-93.103641,-113.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,0.0,7.896359,7.896359,-100.000000,-92.103641,-112.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,1.0,7.896359,8.896359,-99.000000,-91.103641,-111.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,2.0,7.896359,9.896359,-98.000000,-90.103641,-110.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,3.0,7.896359,10.896359,-97.000000,-89.103641,-109.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,4.0,7.896359,11.896359,-96.000000,-88.103641,-108.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,5.0,7.896359,12.896359,-95.000000,-87.103641,-107.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,6.0,7.896359,13.896359,-94.000000,-86.103641,-106.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,7.0,7.896359,14.896359,-93.000000,-85.103641,-105.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,8.0,7.896359,15.896359,-92.000000,-84.103641,-104.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,9.0,7.896359,16.896359,-91.000000,-83.103641,-103.103641,-20.000000,False
S2,right,4,True,841.0000,648.4597,1090.5000,10.0,7.896359,17.896359,-90.000000,-82.103641,-102.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,11.0,7.896359,18.896359,-89.000000,-81.103641,-101.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,12.0,7.896359,19.896359,-88.000000,-80.103641,-100.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,13.0,7.896359,20.896359,-87.000000,-79.103641,-99.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,14.0,7.896359,21.896359,-86.000000,-78.103641,-98.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,15.0,7.896359,22.896359,-85.000000,-77.103641,-97.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,16.0,7.896359,23.896359,-84.000000,-76.103641,-96.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,17.0,7.896359,24.896359,-83.000000,-75.103641,-95.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,18.0,7.896359,25.896359,-82.000000,-74.103641,-94.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,19.0,7.896359,26.896359,-81.000000,-73.103641,-93.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,20.0,7.896359,27.896359,-80.000000,-72.103641,-92.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,21.0,7.896359,28.896359,-79.000000,-71.103641,-91.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,22.0,7.896359,29.896359,-78.000000,-70.103641,-90.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,23.0,7.896359,30.896359,-77.000000,-69.103641,-89.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,24.0,7.896359,31.896359,-76.000000,-68.103641,-88.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,25.0,7.896359,32.896359,-75.000000,-67.103641,-87.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,26.0,7.896359,33.896359,-74.000000,-66.103641,-86.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,27.0,7.896359,34.896359,-73.000000,-65.103641,-85.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,28.0,7.896359,35.896359,-72.000000,-64.103641,-84.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,29.0,7.896359,36.896359,-71.000000,-63.103641,-83.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,30.0,7.896359,37.896359,-70.000000,-62.103641,-82.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,31.0,7.896359,38.896359,-69.000000,-61.103641,-81.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,32.0,7.896359,39.896359,-68.000000,-60.103641,-80.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,33.0,7.896359,40.896359,-67.000000,-59.103641,-79.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,34.0,7.896359,41.896359,-66.000000,-58.103641,-78.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,35.0,7.896359,42.896359,-65.000000,-57.103641,-77.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,36.0,7.896359,43.896359,-64.000000,-56.103641,-76.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,37.0,7.896359,44.896359,-63.000000,-55.103641,-75.103641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,38.0,7.883981,45.883981,-62.000000,-54.116019,-74.116019,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,39.0,7.871603,46.871603,-61.000000,-53.128397,-73.128397,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,40.0,7.859224,47.859224,-60.000000,-52.140776,-72.140776,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,41.0,7.846846,48.846846,-59.000000,-51.153154,-71.153154,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,42.0,7.834467,49.834467,-58.000000,-50.165533,-70.165533,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,43.0,7.822089,50.822089,-57.000000,-49.177911,-69.177911,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,44.0,7.809711,51.809711,-56.000000,-48.190289,-68.190289,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,45.0,7.797332,52.797332,-55.000000,-47.202668,-67.202668,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,46.0,7.784954,53.784954,-54.000000,-46.215046,-66.215046,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,47.0,7.772576,54.772576,-53.000000,-45.227424,-65.227424,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,48.0,7.760197,55.760197,-52.000000,-44.239803,-64.239803,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,49.0,7.747819,56.747819,-51.000000,-43.252181,-63.252181,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,50.0,7.735440,57.735440,-50.000000,-42.264560,-62.264560,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,51.0,7.723062,58.723062,-49.000000,-41.276938,-61.276938,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,52.0,7.710684,59.710684,-48.000000,-40.289316,-60.289316,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,53.0,7.698305,60.698305,-47.000000,-39.301695,-59.301695,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,54.0,7.685927,61.685927,-46.000000,-38.314073,-58.314073,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,55.0,7.673548,62.673548,-45.000000,-37.326452,-57.326452,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,56.0,7.661170,63.661170,-44.000000,-36.338830,-56.338830,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,57.0,7.648792,64.648792,-43.000000,-35.351208,-55.351208,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,58.0,7.636413,65.636413,-42.000000,-34.363587,-54.363587,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,59.0,7.624035,66.624035,-41.000000,-33.375965,-53.375965,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,60.0,7.611656,67.611656,-40.000000,-32.388344,-52.388344,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,61.0,7.599278,68.599278,-39.000000,-31.400722,-51.400722,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,62.0,7.586900,69.586900,-38.000000,-30.413100,-50.413100,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,63.0,7.574521,70.574521,-37.000000,-29.425479,-49.425479,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,64.0,7.562143,71.562143,-36.000000,-28.437857,-48.437857,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,65.0,7.549764,72.549764,-35.000000,-27.450236,-47.450236,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,66.0,7.537386,73.537386,-34.000000,-26.462614,-46.462614,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,67.0,7.525008,74.525008,-33.000000,-25.474992,-45.474992,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,68.0,7.512629,75.512629,-32.000000,-24.487371,-44.487371,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,69.0,7.500251,76.500251,-31.000000,-23.499749,-43.499749,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,70.0,7.487872,77.487872,-30.000000,-22.512128,-42.512128,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,71.0,7.475494,78.475494,-29.000000,-21.524506,-41.524506,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,72.0,7.463116,79.463116,-28.000000,-20.536884,-40.536884,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,73.0,7.450737,80.450737,-27.000000,-19.549263,-39.549263,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,74.0,7.438359,81.438359,-26.000000,-18.561641,-38.561641,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,75.0,7.425980,82.425980,-25.000000,-17.574020,-37.574020,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,76.0,7.413602,83.413602,-24.000000,-16.586398,-36.586398,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,77.0,7.401224,84.401224,-23.000000,-15.598776,-35.598776,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,78.0,7.388845,85.388845,-22.000000,-14.611155,-34.611155,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,79.0,7.376467,86.376467,-21.000000,-13.623533,-33.623533,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,80.0,7.364088,87.364088,-20.000000,-12.635912,-32.635912,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,81.0,7.351710,88.351710,-19.000000,-11.648290,-31.648290,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,82.0,7.339332,89.339332,-18.000000,-10.660668,-30.660668,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,83.0,7.326953,90.326953,-17.000000,-9.673047,-29.673047,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,84.0,7.314575,91.314575,-16.000000,-8.685425,-28.685425,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,85.0,7.302197,92.302197,-15.000000,-7.697803,-27.697803,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,86.0,7.289818,93.289818,-14.000000,-6.710182,-26.710182,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,87.0,7.277440,94.277440,-13.000000,-5.722560,-25.722560,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,88.0,7.265061,95.265061,-12.000000,-4.734939,-24.734939,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,89.0,7.252683,96.252683,-11.000000,-3.747317,-23.747317,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,90.0,7.240305,97.240305,-10.000000,-2.759695,-22.759695,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,91.0,7.227926,98.227926,-9.000000,-1.772074,-21.772074,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,92.0,7.215548,99.215548,-8.000000,-0.784452,-20.784452,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,93.0,7.000000,100.000000,-7.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,94.0,6.000000,100.000000,-6.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,95.0,5.000000,100.000000,-5.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,96.0,4.000000,100.000000,-4.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,97.0,3.000000,100.000000,-3.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,98.0,2.000000,100.000000,-2.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,99.0,1.000000,100.000000,-1.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,100.0,0.000000,100.000000,0.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,101.0,-1.000000,100.000000,1.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,102.0,-2.000000,100.000000,2.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,103.0,-3.000000,100.000000,3.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,104.0,-4.000000,100.000000,4.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,105.0,-5.000000,100.000000,5.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,106.0,-6.000000,100.000000,6.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,107.0,-7.000000,100.000000,7.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,108.0,-8.000000,100.000000,8.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,109.0,-9.000000,100.000000,9.000000,0.000000,-20.000000,-20.000000,True
S2,right,4,True,841.0000,648.4597,1090.5000,110.0,-10.000000,100.000000,10.000000,0.000000,-20.000000,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,-10.0,19.235567,9.235567,-110.000000,-90.764433,-110.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,-9.0,19.235567,10.235567,-109.000000,-89.764433,-109.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,-8.0,19.235567,11.235567,-108.000000,-88.764433,-108.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,-7.0,19.235567,12.235567,-107.000000,-87.764433,-107.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,-6.0,19.235567,13.235567,-106.000000,-86.764433,-106.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,-5.0,19.235567,14.235567,-105.000000,-85.764433,-105.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,-4.0,19.235567,15.235567,-104.000000,-84.764433,-104.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,-3.0,19.235567,16.235567,-103.000000,-83.764433,-103.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,-2.0,19.235567,17.235567,-102.000000,-82.764433,-102.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,-1.0,19.235567,18.235567,-101.000000,-81.764433,-101.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,0.0,19.235567,19.235567,-100.000000,-80.764433,-100.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,1.0,19.235567,20.235567,-99.000000,-79.764433,-99.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,2.0,19.235567,21.235567,-98.000000,-78.764433,-98.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,3.0,19.235567,22.235567,-97.000000,-77.764433,-97.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,4.0,19.235567,23.235567,-96.000000,-76.764433,-96.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,5.0,19.235567,24.235567,-95.000000,-75.764433,-95.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,6.0,19.235567,25.235567,-94.000000,-74.764433,-94.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,7.0,19.235567,26.235567,-93.000000,-73.764433,-93.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,8.0,19.235567,27.235567,-92.000000,-72.764433,-92.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,9.0,19.235567,28.235567,-91.000000,-71.764433,-91.764433,-20.000000,False
S2,right,5,True,1414.0000,1090.5000,1833.7000,10.0,19.235567,29.235567,-90.000000,-70.764433,-90.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,11.0,19.235567,30.235567,-89.000000,-69.764433,-89.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,12.0,19.235567,31.235567,-88.000000,-68.764433,-88.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,13.0,19.235567,32.235567,-87.000000,-67.764433,-87.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,14.0,19.235567,33.235567,-86.000000,-66.764433,-86.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,15.0,19.235567,34.235567,-85.000000,-65.764433,-85.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,16.0,19.235567,35.235567,-84.000000,-64.764433,-84.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,17.0,19.235567,36.235567,-83.000000,-63.764433,-83.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,18.0,19.235567,37.235567,-82.000000,-62.764433,-82.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,19.0,19.235567,38.235567,-81.000000,-61.764433,-81.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,20.0,19.235567,39.235567,-80.000000,-60.764433,-80.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,21.0,19.235567,40.235567,-79.000000,-59.764433,-79.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,22.0,19.235567,41.235567,-78.000000,-58.764433,-78.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,23.0,19.235567,42.235567,-77.000000,-57.764433,-77.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,24.0,19.235567,43.235567,-76.000000,-56.764433,-76.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,25.0,19.235567,44.235567,-75.000000,-55.764433,-75.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,26.0,19.235567,45.235567,-74.000000,-54.764433,-74.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,27.0,19.235567,46.235567,-73.000000,-53.764433,-73.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,28.0,19.235567,47.235567,-72.000000,-52.764433,-72.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,29.0,19.235567,48.235567,-71.000000,-51.764433,-71.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,30.0,19.235567,49.235567,-70.000000,-50.764433,-70.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,31.0,19.235567,50.235567,-69.000000,-49.764433,-69.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,32.0,19.235567,51.235567,-68.000000,-48.764433,-68.764433,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,33.0,19.025164,52.025164,-67.000000,-47.974836,-67.974836,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,34.0,18.814761,52.814761,-66.000000,-47.185239,-67.185239,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,35.0,18.604358,53.604358,-65.000000,-46.395642,-66.395642,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,36.0,18.393955,54.393955,-64.000000,-45.606045,-65.606045,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,37.0,18.183552,55.183552,-63.000000,-44.816448,-64.816448,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,38.0,17.973149,55.973149,-62.000000,-44.026851,-64.026851,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,39.0,17.762746,56.762746,-61.000000,-43.237254,-63.237254,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,40.0,17.552343,57.552343,-60.000000,-42.447657,-62.447657,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,41.0,17.341940,58.341940,-59.000000,-41.658060,-61.658060,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,42.0,17.131537,59.131537,-58.000000,-40.868463,-60.868463,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,43.0,16.921134,59.921134,-57.000000,-40.078866,-60.078866,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,44.0,16.710731,60.710731,-56.000000,-39.289269,-59.289269,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,45.0,16.500328,61.500328,-55.000000,-38.499672,-58.499672,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,46.0,16.289925,62.289925,-54.000000,-37.710075,-57.710075,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,47.0,16.079522,63.079522,-53.000000,-36.920478,-56.920478,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,48.0,15.869119,63.869119,-52.000000,-36.130881,-56.130881,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,49.0,15.658716,64.658716,-51.000000,-35.341284,-55.341284,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,50.0,15.448313,65.448313,-50.000000,-34.551687,-54.551687,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,51.0,15.237910,66.237910,-49.000000,-33.762090,-53.762090,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,52.0,15.027507,67.027507,-48.000000,-32.972493,-52.972493,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,53.0,14.817104,67.817104,-47.000000,-32.182896,-52.182896,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,54.0,14.606702,68.606702,-46.000000,-31.393298,-51.393298,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,55.0,14.396299,69.396299,-45.000000,-30.603701,-50.603701,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,56.0,14.185896,70.185896,-44.000000,-29.814104,-49.814104,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,57.0,13.975493,70.975493,-43.000000,-29.024507,-49.024507,-20.000000,True
S2,right,5,True,1414.0000,1090.5000,1833.7000,58.0,13.765090,71.765090,-42.000000,-28.234910,-48.234910,-20.000000,True
