profile,ear,band,centre_hz,edge_low_hz,edge_high_hz,input_level_db_spl,gain_db,output_level_db_spl
N5,left,6,2378.0000,1833.7000,3084.2000,37.0,49.176698,86.176698
N5,left,6,2378.0000,1833.7000,3084.2000,38.0,48.518803,86.518803
N5,left,6,2378.0000,1833.7000,3084.2000,39.0,47.860909,86.860909
N5,left,6,2378.0000,1833.7000,3084.2000,40.0,47.203014,87.203014
N5,left,6,2378.0000,1833.7000,3084.2000,41.0,46.545119,87.545119
N5,left,6,2378.0000,1833.7000,3084.2000,42.0,45.887224,87.887224
N5,left,6,2378.0000,1833.7000,3084.2000,43.0,45.229330,88.229330
N5,left,6,2378.0000,1833.7000,3084.2000,44.0,44.571435,88.571435
N5,left,6,2378.0000,1833.7000,3084.2000,45.0,43.913540,88.913540
N5,left,6,2378.0000,1833.7000,3084.2000,46.0,43.255645,89.255645
N5,left,6,2378.0000,1833.7000,3084.2000,47.0,42.597751,89.597751
N5,left,6,2378.0000,1833.7000,3084.2000,48.0,41.939856,89.939856
N5,left,6,2378.0000,1833.7000,3084.2000,49.0,41.281961,90.281961
N5,left,6,2378.0000,1833.7000,3084.2000,50.0,40.624066,90.624066
N5,left,6,2378.0000,1833.7000,3084.2000,51.0,39.966172,90.966172
N5,left,6,2378.0000,1833.7000,3084.2000,52.0,39.308277,91.308277
N5,left,6,2378.0000,1833.7000,3084.2000,53.0,38.650382,91.650382
N5,left,6,2378.0000,1833.7000,3084.2000,54.0,37.992487,91.992487
N5,left,6,2378.0000,1833.7000,3084.2000,55.0,37.334593,92.334593
N5,left,6,2378.0000,1833.7000,3084.2000,56.0,36.676698,92.676698
N5,left,6,2378.0000,1833.7000,3084.2000,57.0,36.018803,93.018803
N5,left,6,2378.0000,1833.7000,3084.2000,58.0,35.360909,93.360909
N5,left,6,2378.0000,1833.7000,3084.2000,59.0,34.703014,93.703014
N5,left,6,2378.0000,1833.7000,3084.2000,60.0,34.045119,94.045119
N5,left,6,2378.0000,1833.7000,3084.2000,61.0,33.387224,94.387224
N5,left,6,2378.0000,1833.7000,3084.2000,62.0,32.729330,94.729330
N5,left,6,2378.0000,1833.7000,3084.2000,63.0,32.071435,95.071435
N5,left,6,2378.0000,1833.7000,3084.2000,64.0,31.413540,95.413540
N5,left,6,2378.0000,1833.7000,3084.2000,65.0,30.755645,95.755645
N5,left,6,2378.0000,1833.7000,3084.2000,66.0,30.097751,96.097751
N5,left,6,2378.0000,1833.7000,3084.2000,67.0,29.439856,96.439856
N5,left,6,2378.0000,1833.7000,3084.2000,68.0,28.781961,96.781961
N5,left,6,2378.0000,1833.7000,3084.2000,69.0,28.124066,97.124066
N5,left,6,2378.0000,1833.7000,3084.2000,70.0,27.466172,97.466172
N5,left,6,2378.0000,1833.7000,3084.2000,71.0,26.808277,97.808277
N5,left,6,2378.0000,1833.7000,3084.2000,72.0,26.150382,98.150382
N5,left,6,2378.0000,1833.7000,3084.2000,73.0,25.492487,98.492487
N5,left,6,2378.0000,1833.7000,3084.2000,74.0,24.834593,98.834593
N5,left,6,2378.0000,1833.7000,3084.2000,75.0,24.176698,99.176698
N5,left,6,2378.0000,1833.7000,3084.2000,76.0,23.518803,99.518803
N5,left,6,2378.0000,1833.7000,3084.2000,77.0,22.860909,99.860909
N5,left,6,2378.0000,1833.7000,3084.2000,78.0,22.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,79.0,21.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,80.0,20.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,81.0,19.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,82.0,18.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,83.0,17.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,84.0,16.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,85.0,15.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,86.0,14.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,87.0,13.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,88.0,12.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,89.0,11.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,90.0,10.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,91.0,9.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,92.0,8.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,93.0,7.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,94.0,6.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,95.0,5.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,96.0,4.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,97.0,3.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,98.0,2.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,99.0,1.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,100.0,0.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,101.0,-1.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,102.0,-2.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,103.0,-3.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,104.0,-4.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,105.0,-5.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,106.0,-6.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,107.0,-7.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,108.0,-8.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,109.0,-9.000000,100.000000
N5,left,6,2378.0000,1833.7000,3084.2000,110.0,-10.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,-10.0,57.333608,47.333608
N5,left,7,4000.0000,3084.2000,5187.3000,-9.0,57.333608,48.333608
N5,left,7,4000.0000,3084.2000,5187.3000,-8.0,57.333608,49.333608
N5,left,7,4000.0000,3084.2000,5187.3000,-7.0,57.333608,50.333608
N5,left,7,4000.0000,3084.2000,5187.3000,-6.0,57.333608,51.333608
N5,left,7,4000.0000,3084.2000,5187.3000,-5.0,57.333608,52.333608
N5,left,7,4000.0000,3084.2000,5187.3000,-4.0,57.333608,53.333608
N5,left,7,4000.0000,3084.2000,5187.3000,-3.0,57.333608,54.333608
N5,left,7,4000.0000,3084.2000,5187.3000,-2.0,57.333608,55.333608
N5,left,7,4000.0000,3084.2000,5187.3000,-1.0,57.333608,56.333608
N5,left,7,4000.0000,3084.2000,5187.3000,0.0,57.333608,57.333608
N5,left,7,4000.0000,3084.2000,5187.3000,1.0,57.333608,58.333608
N5,left,7,4000.0000,3084.2000,5187.3000,2.0,57.333608,59.333608
N5,left,7,4000.0000,3084.2000,5187.3000,3.0,57.333608,60.333608
N5,left,7,4000.0000,3084.2000,5187.3000,4.0,57.333608,61.333608
N5,left,7,4000.0000,3084.2000,5187.3000,5.0,57.333608,62.333608
N5,left,7,4000.0000,3084.2000,5187.3000,6.0,57.333608,63.333608
N5,left,7,4000.0000,3084.2000,5187.3000,7.0,57.333608,64.333608
N5,left,7,4000.0000,3084.2000,5187.3000,8.0,57.333608,65.333608
N5,left,7,4000.0000,3084.2000,5187.3000,9.0,57.333608,66.333608
N5,left,7,4000.0000,3084.2000,5187.3000,10.0,57.333608,67.333608
N5,left,7,4000.0000,3084.2000,5187.3000,11.0,57.333608,68.333608
N5,left,7,4000.0000,3084.2000,5187.3000,12.0,57.333608,69.333608
N5,left,7,4000.0000,3084.2000,5187.3000,13.0,57.333608,70.333608
N5,left,7,4000.0000,3084.2000,5187.3000,14.0,57.333608,71.333608
N5,left,7,4000.0000,3084.2000,5187.3000,15.0,57.333608,72.333608
N5,left,7,4000.0000,3084.2000,5187.3000,16.0,57.333608,73.333608
N5,left,7,4000.0000,3084.2000,5187.3000,17.0,57.333608,74.333608
N5,left,7,4000.0000,3084.2000,5187.3000,18.0,57.333608,75.333608
N5,left,7,4000.0000,3084.2000,5187.3000,19.0,57.333608,76.333608
N5,left,7,4000.0000,3084.2000,5187.3000,20.0,57.333608,77.333608
N5,left,7,4000.0000,3084.2000,5187.3000,21.0,57.333608,78.333608
N5,left,7,4000.0000,3084.2000,5187.3000,22.0,57.333608,79.333608
N5,left,7,4000.0000,3084.2000,5187.3000,23.0,57.333608,80.333608
N5,left,7,4000.0000,3084.2000,5187.3000,24.0,56.675713,80.675713
N5,left,7,4000.0000,3084.2000,5187.3000,25.0,56.017819,81.017819
N5,left,7,4000.0000,3084.2000,5187.3000,26.0,55.359924,81.359924
N5,left,7,4000.0000,3084.2000,5187.3000,27.0,54.702029,81.702029
N5,left,7,4000.0000,3084.2000,5187.3000,28.0,54.044134,82.044134
N5,left,7,4000.0000,3084.2000,5187.3000,29.0,53.386240,82.386240
N5,left,7,4000.0000,3084.2000,5187.3000,30.0,52.728345,82.728345
N5,left,7,4000.0000,3084.2000,5187.3000,31.0,52.070450,83.070450
N5,left,7,4000.0000,3084.2000,5187.3000,32.0,51.412555,83.412555
N5,left,7,4000.0000,3084.2000,5187.3000,33.0,50.754661,83.754661
N5,left,7,4000.0000,3084.2000,5187.3000,34.0,50.096766,84.096766
N5,left,7,4000.0000,3084.2000,5187.3000,35.0,49.438871,84.438871
N5,left,7,4000.0000,3084.2000,5187.3000,36.0,48.780977,84.780977
N5,left,7,4000.0000,3084.2000,5187.3000,37.0,48.123082,85.123082
N5,left,7,4000.0000,3084.2000,5187.3000,38.0,47.465187,85.465187
N5,left,7,4000.0000,3084.2000,5187.3000,39.0,46.807292,85.807292
N5,left,7,4000.0000,3084.2000,5187.3000,40.0,46.149398,86.149398
N5,left,7,4000.0000,3084.2000,5187.3000,41.0,45.491503,86.491503
N5,left,7,4000.0000,3084.2000,5187.3000,42.0,44.833608,86.833608
N5,left,7,4000.0000,3084.2000,5187.3000,43.0,44.175713,87.175713
N5,left,7,4000.0000,3084.2000,5187.3000,44.0,43.517819,87.517819
N5,left,7,4000.0000,3084.2000,5187.3000,45.0,42.859924,87.859924
N5,left,7,4000.0000,3084.2000,5187.3000,46.0,42.202029,88.202029
N5,left,7,4000.0000,3084.2000,5187.3000,47.0,41.544134,88.544134
N5,left,7,4000.0000,3084.2000,5187.3000,48.0,40.886240,88.886240
N5,left,7,4000.0000,3084.2000,5187.3000,49.0,40.228345,89.228345
N5,left,7,4000.0000,3084.2000,5187.3000,50.0,39.570450,89.570450
N5,left,7,4000.0000,3084.2000,5187.3000,51.0,38.912555,89.912555
N5,left,7,4000.0000,3084.2000,5187.3000,52.0,38.254661,90.254661
N5,left,7,4000.0000,3084.2000,5187.3000,53.0,37.596766,90.596766
N5,left,7,4000.0000,3084.2000,5187.3000,54.0,36.938871,90.938871
N5,left,7,4000.0000,3084.2000,5187.3000,55.0,36.280977,91.280977
N5,left,7,4000.0000,3084.2000,5187.3000,56.0,35.623082,91.623082
N5,left,7,4000.0000,3084.2000,5187.3000,57.0,34.965187,91.965187
N5,left,7,4000.0000,3084.2000,5187.3000,58.0,34.307292,92.307292
N5,left,7,4000.0000,3084.2000,5187.3000,59.0,33.649398,92.649398
N5,left,7,4000.0000,3084.2000,5187.3000,60.0,32.991503,92.991503
N5,left,7,4000.0000,3084.2000,5187.3000,61.0,32.333608,93.333608
N5,left,7,4000.0000,3084.2000,5187.3000,62.0,31.675713,93.675713
N5,left,7,4000.0000,3084.2000,5187.3000,63.0,31.017819,94.017819
N5,left,7,4000.0000,3084.2000,5187.3000,64.0,30.359924,94.359924
N5,left,7,4000.0000,3084.2000,5187.3000,65.0,29.702029,94.702029
N5,left,7,4000.0000,3084.2000,5187.3000,66.0,29.044134,95.044134
N5,left,7,4000.0000,3084.2000,5187.3000,67.0,28.386240,95.386240
N5,left,7,4000.0000,3084.2000,5187.3000,68.0,27.728345,95.728345
N5,left,7,4000.0000,3084.2000,5187.3000,69.0,27.070450,96.070450
N5,left,7,4000.0000,3084.2000,5187.3000,70.0,26.412555,96.412555
N5,left,7,4000.0000,3084.2000,5187.3000,71.0,25.754661,96.754661
N5,left,7,4000.0000,3084.2000,5187.3000,72.0,25.096766,97.096766
N5,left,7,4000.0000,3084.2000,5187.3000,73.0,24.438871,97.438871
N5,left,7,4000.0000,3084.2000,5187.3000,74.0,23.780977,97.780977
N5,left,7,4000.0000,3084.2000,5187.3000,75.0,23.123082,98.123082
N5,left,7,4000.0000,3084.2000,5187.3000,76.0,22.465187,98.465187
N5,left,7,4000.0000,3084.2000,5187.3000,77.0,21.807292,98.807292
N5,left,7,4000.0000,3084.2000,5187.3000,78.0,21.149398,99.149398
N5,left,7,4000.0000,3084.2000,5187.3000,79.0,20.491503,99.491503
N5,left,7,4000.0000,3084.2000,5187.3000,80.0,19.833608,99.833608
N5,left,7,4000.0000,3084.2000,5187.3000,81.0,19.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,82.0,18.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,83.0,17.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,84.0,16.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,85.0,15.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,86.0,14.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,87.0,13.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,88.0,12.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,89.0,11.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,90.0,10.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,91.0,9.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,92.0,8.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,93.0,7.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,94.0,6.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,95.0,5.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,96.0,4.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,97.0,3.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,98.0,2.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,99.0,1.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,100.0,0.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,101.0,-1.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,102.0,-2.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,103.0,-3.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,104.0,-4.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,105.0,-5.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,106.0,-6.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,107.0,-7.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,108.0,-8.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,109.0,-9.000000,100.000000
N5,left,7,4000.0000,3084.2000,5187.3000,110.0,-10.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,-10.0,71.596912,61.596912
N5,left,8,6727.0000,5187.3000,8724.1000,-9.0,71.596912,62.596912
N5,left,8,6727.0000,5187.3000,8724.1000,-8.0,71.596912,63.596912
N5,left,8,6727.0000,5187.3000,8724.1000,-7.0,71.596912,64.596912
N5,left,8,6727.0000,5187.3000,8724.1000,-6.0,71.596912,65.596912
N5,left,8,6727.0000,5187.3000,8724.1000,-5.0,71.596912,66.596912
N5,left,8,6727.0000,5187.3000,8724.1000,-4.0,71.596912,67.596912
N5,left,8,6727.0000,5187.3000,8724.1000,-3.0,71.596912,68.596912
N5,left,8,6727.0000,5187.3000,8724.1000,-2.0,71.596912,69.596912
N5,left,8,6727.0000,5187.3000,8724.1000,-1.0,71.596912,70.596912
N5,left,8,6727.0000,5187.3000,8724.1000,0.0,71.596912,71.596912
N5,left,8,6727.0000,5187.3000,8724.1000,1.0,71.596912,72.596912
N5,left,8,6727.0000,5187.3000,8724.1000,2.0,71.596912,73.596912
N5,left,8,6727.0000,5187.3000,8724.1000,3.0,71.596912,74.596912
N5,left,8,6727.0000,5187.3000,8724.1000,4.0,71.596912,75.596912
N5,left,8,6727.0000,5187.3000,8724.1000,5.0,71.596912,76.596912
N5,left,8,6727.0000,5187.3000,8724.1000,6.0,71.596912,77.596912
N5,left,8,6727.0000,5187.3000,8724.1000,7.0,71.596912,78.596912
N5,left,8,6727.0000,5187.3000,8724.1000,8.0,71.596912,79.596912
N5,left,8,6727.0000,5187.3000,8724.1000,9.0,71.596912,80.596912
N5,left,8,6727.0000,5187.3000,8724.1000,10.0,71.596912,81.596912
N5,left,8,6727.0000,5187.3000,8724.1000,11.0,71.596912,82.596912
N5,left,8,6727.0000,5187.3000,8724.1000,12.0,71.596912,83.596912
N5,left,8,6727.0000,5187.3000,8724.1000,13.0,71.596912,84.596912
N5,left,8,6727.0000,5187.3000,8724.1000,14.0,71.596912,85.596912
N5,left,8,6727.0000,5187.3000,8724.1000,15.0,71.596912,86.596912
N5,left,8,6727.0000,5187.3000,8724.1000,16.0,71.596912,87.596912
N5,left,8,6727.0000,5187.3000,8724.1000,17.0,71.596912,88.596912
N5,left,8,6727.0000,5187.3000,8724.1000,18.0,71.596912,89.596912
N5,left,8,6727.0000,5187.3000,8724.1000,19.0,71.596912,90.596912
N5,left,8,6727.0000,5187.3000,8724.1000,20.0,71.596912,91.596912
N5,left,8,6727.0000,5187.3000,8724.1000,21.0,71.596912,92.596912
N5,left,8,6727.0000,5187.3000,8724.1000,22.0,71.596912,93.596912
N5,left,8,6727.0000,5187.3000,8724.1000,23.0,70.939017,93.939017
N5,left,8,6727.0000,5187.3000,8724.1000,24.0,70.281122,94.281122
N5,left,8,6727.0000,5187.3000,8724.1000,25.0,69.623228,94.623228
N5,left,8,6727.0000,5187.3000,8724.1000,26.0,68.965333,94.965333
N5,left,8,6727.0000,5187.3000,8724.1000,27.0,68.307438,95.307438
N5,left,8,6727.0000,5187.3000,8724.1000,28.0,67.649543,95.649543
N5,left,8,6727.0000,5187.3000,8724.1000,29.0,66.991649,95.991649
N5,left,8,6727.0000,5187.3000,8724.1000,30.0,66.333754,96.333754
N5,left,8,6727.0000,5187.3000,8724.1000,31.0,65.675859,96.675859
N5,left,8,6727.0000,5187.3000,8724.1000,32.0,65.017965,97.017965
N5,left,8,6727.0000,5187.3000,8724.1000,33.0,64.360070,97.360070
N5,left,8,6727.0000,5187.3000,8724.1000,34.0,63.702175,97.702175
N5,left,8,6727.0000,5187.3000,8724.1000,35.0,63.044280,98.044280
N5,left,8,6727.0000,5187.3000,8724.1000,36.0,62.386386,98.386386
N5,left,8,6727.0000,5187.3000,8724.1000,37.0,61.728491,98.728491
N5,left,8,6727.0000,5187.3000,8724.1000,38.0,61.070596,99.070596
N5,left,8,6727.0000,5187.3000,8724.1000,39.0,60.412701,99.412701
N5,left,8,6727.0000,5187.3000,8724.1000,40.0,59.754807,99.754807
N5,left,8,6727.0000,5187.3000,8724.1000,41.0,59.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,42.0,58.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,43.0,57.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,44.0,56.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,45.0,55.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,46.0,54.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,47.0,53.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,48.0,52.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,49.0,51.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,50.0,50.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,51.0,49.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,52.0,48.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,53.0,47.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,54.0,46.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,55.0,45.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,56.0,44.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,57.0,43.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,58.0,42.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,59.0,41.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,60.0,40.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,61.0,39.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,62.0,38.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,63.0,37.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,64.0,36.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,65.0,35.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,66.0,34.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,67.0,33.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,68.0,32.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,69.0,31.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,70.0,30.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,71.0,29.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,72.0,28.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,73.0,27.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,74.0,26.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,75.0,25.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,76.0,24.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,77.0,23.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,78.0,22.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,79.0,21.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,80.0,20.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,81.0,19.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,82.0,18.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,83.0,17.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,84.0,16.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,85.0,15.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,86.0,14.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,87.0,13.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,88.0,12.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,89.0,11.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,90.0,10.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,91.0,9.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,92.0,8.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,93.0,7.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,94.0,6.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,95.0,5.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,96.0,4.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,97.0,3.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,98.0,2.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,99.0,1.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,100.0,0.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,101.0,-1.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,102.0,-2.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,103.0,-3.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,104.0,-4.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,105.0,-5.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,106.0,-6.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,107.0,-7.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,108.0,-8.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,109.0,-9.000000,100.000000
N5,left,8,6727.0000,5187.3000,8724.1000,110.0,-10.000000,100.000000
N5,left,9,11314.0000,8724.1000,22050.0000,-10.0,0.000000,-10.000000
N5,left,9,11314.0000,8724.1000,22050.0000,-9.0,0.000000,-9.000000
N5,left,9,11314.0000,8724.1000,22050.0000,-8.0,0.000000,-8.000000
N5,left,9,11314.0000,8724.1000,22050.0000,-7.0,0.000000,-7.000000
N5,left,9,11314.0000,8724.1000,22050.0000,-6.0,0.000000,-6.000000
N5,left,9,11314.0000,8724.1000,22050.0000,-5.0,0.000000,-5.000000
N5,left,9,11314.0000,8724.1000,22050.0000,-4.0,0.000000,-4.000000
N5,left,9,11314.0000,8724.1000,22050.0000,-3.0,0.000000,-3.000000
N5,left,9,11314.0000,8724.1000,22050.0000,-2.0,0.000000,-2.000000
N5,left,9,11314.0000,8724.1000,22050.0000,-1.0,0.000000,-1.000000
N5,left,9,11314.0000,8724.1000,22050.0000,0.0,0.000000,0.000000
N5,left,9,11314.0000,8724.1000,22050.0000,1.0,0.000000,1.000000
N5,left,9,11314.0000,8724.1000,22050.0000,2.0,0.000000,2.000000
N5,left,9,11314.0000,8724.1000,22050.0000,3.0,0.000000,3.000000
N5,left,9,11314.0000,8724.1000,22050.0000,4.0,0.000000,4.000000
N5,left,9,11314.0000,8724.1000,22050.0000,5.0,0.000000,5.000000
N5,left,9,11314.0000,8724.1000,22050.0000,6.0,0.000000,6.000000
N5,left,9,11314.0000,8724.1000,22050.0000,7.0,0.000000,7.000000
N5,left,9,11314.0000,8724.1000,22050.0000,8.0,0.000000,8.000000
N5,left,9,11314.0000,8724.1000,22050.0000,9.0,0.000000,9.000000
N5,left,9,11314.0000,8724.1000,22050.0000,10.0,0.000000,10.000000
N5,left,9,11314.0000,8724.1000,22050.0000,11.0,0.000000,11.000000
N5,left,9,11314.0000,8724.1000,22050.0000,12.0,0.000000,12.000000
N5,left,9,11314.0000,8724.1000,22050.0000,13.0,0.000000,13.000000
N5,left,9,11314.0000,8724.1000,22050.0000,14.0,0.000000,14.000000
N5,left,9,11314.0000,8724.1000,22050.0000,15.0,0.000000,15.000000
N5,left,9,11314.0000,8724.1000,22050.0000,16.0,0.000000,16.000000
N5,left,9,11314.0000,8724.1000,22050.0000,17.0,0.000000,17.000000
N5,left,9,11314.0000,8724.1000,22050.0000,18.0,0.000000,18.000000
N5,left,9,11314.0000,8724.1000,22050.0000,19.0,0.000000,19.000000
N5,left,9,11314.0000,8724.1000,22050.0000,20.0,0.000000,20.000000
N5,left,9,11314.0000,8724.1000,22050.0000,21.0,0.000000,21.000000
N5,left,9,11314.0000,8724.1000,22050.0000,22.0,0.000000,22.000000
N5,left,9,11314.0000,8724.1000,22050.0000,23.0,0.000000,23.000000
N5,left,9,11314.0000,8724.1000,22050.0000,24.0,0.000000,24.000000
N5,left,9,11314.0000,8724.1000,22050.0000,25.0,0.000000,25.000000
N5,left,9,11314.0000,8724.1000,22050.0000,26.0,0.000000,26.000000
N5,left,9,11314.0000,8724.1000,22050.0000,27.0,0.000000,27.000000
N5,left,9,11314.0000,8724.1000,22050.0000,28.0,0.000000,28.000000
