profile,ear,band,centre_hz,edge_low_hz,edge_high_hz,input_level_db_spl,gain_db,output_level_db_spl
N3,right,5,1414.0000,1090.5000,1833.7000,32.0,27.168247,59.168247
N3,right,5,1414.0000,1090.5000,1833.7000,33.0,26.811039,59.811039
N3,right,5,1414.0000,1090.5000,1833.7000,34.0,26.453830,60.453830
N3,right,5,1414.0000,1090.5000,1833.7000,35.0,26.096622,61.096622
N3,right,5,1414.0000,1090.5000,1833.7000,36.0,25.739414,61.739414
N3,right,5,1414.0000,1090.5000,1833.7000,37.0,25.382205,62.382205
N3,right,5,1414.0000,1090.5000,1833.7000,38.0,25.024997,63.024997
N3,right,5,1414.0000,1090.5000,1833.7000,39.0,24.667789,63.667789
N3,right,5,1414.0000,1090.5000,1833.7000,40.0,24.310580,64.310580
N3,right,5,1414.0000,1090.5000,1833.7000,41.0,23.953372,64.953372
N3,right,5,1414.0000,1090.5000,1833.7000,42.0,23.596164,65.596164
N3,right,5,1414.0000,1090.5000,1833.7000,43.0,23.238955,66.238955
N3,right,5,1414.0000,1090.5000,1833.7000,44.0,22.881747,66.881747
N3,right,5,1414.0000,1090.5000,1833.7000,45.0,22.524539,67.524539
N3,right,5,1414.0000,1090.5000,1833.7000,46.0,22.167330,68.167330
N3,right,5,1414.0000,1090.5000,1833.7000,47.0,21.810122,68.810122
N3,right,5,1414.0000,1090.5000,1833.7000,48.0,21.452914,69.452914
N3,right,5,1414.0000,1090.5000,1833.7000,49.0,21.095705,70.095705
N3,right,5,1414.0000,1090.5000,1833.7000,50.0,20.738497,70.738497
N3,right,5,1414.0000,1090.5000,1833.7000,51.0,20.381289,71.381289
N3,right,5,1414.0000,1090.5000,1833.7000,52.0,20.024080,72.024080
N3,right,5,1414.0000,1090.5000,1833.7000,53.0,19.666872,72.666872
N3,right,5,1414.0000,1090.5000,1833.7000,54.0,19.309664,73.309664
N3,right,5,1414.0000,1090.5000,1833.7000,55.0,18.952455,73.952455
N3,right,5,1414.0000,1090.5000,1833.7000,56.0,18.595247,74.595247
N3,right,5,1414.0000,1090.5000,1833.7000,57.0,18.238039,75.238039
N3,right,5,1414.0000,1090.5000,1833.7000,58.0,17.880830,75.880830
N3,right,5,1414.0000,1090.5000,1833.7000,59.0,17.523622,76.523622
N3,right,5,1414.0000,1090.5000,1833.7000,60.0,17.166414,77.166414
N3,right,5,1414.0000,1090.5000,1833.7000,61.0,16.809205,77.809205
N3,right,5,1414.0000,1090.5000,1833.7000,62.0,16.451997,78.451997
N3,right,5,1414.0000,1090.5000,1833.7000,63.0,16.094789,79.094789
N3,right,5,1414.0000,1090.5000,1833.7000,64.0,15.737580,79.737580
N3,right,5,1414.0000,1090.5000,1833.7000,65.0,15.380372,80.380372
N3,right,5,1414.0000,1090.5000,1833.7000,66.0,15.023164,81.023164
N3,right,5,1414.0000,1090.5000,1833.7000,67.0,14.665955,81.665955
N3,right,5,1414.0000,1090.5000,1833.7000,68.0,14.308747,82.308747
N3,right,5,1414.0000,1090.5000,1833.7000,69.0,13.951539,82.951539
N3,right,5,1414.0000,1090.5000,1833.7000,70.0,13.594330,83.594330
N3,right,5,1414.0000,1090.5000,1833.7000,71.0,13.237122,84.237122
N3,right,5,1414.0000,1090.5000,1833.7000,72.0,12.879914,84.879914
N3,right,5,1414.0000,1090.5000,1833.7000,73.0,12.522705,85.522705
N3,right,5,1414.0000,1090.5000,1833.7000,74.0,12.165497,86.165497
N3,right,5,1414.0000,1090.5000,1833.7000,75.0,11.808289,86.808289
N3,right,5,1414.0000,1090.5000,1833.7000,76.0,11.451080,87.451080
N3,right,5,1414.0000,1090.5000,1833.7000,77.0,11.093872,88.093872
N3,right,5,1414.0000,1090.5000,1833.7000,78.0,10.736664,88.736664
N3,right,5,1414.0000,1090.5000,1833.7000,79.0,10.379455,89.379455
N3,right,5,1414.0000,1090.5000,1833.7000,80.0,10.022247,90.022247
N3,right,5,1414.0000,1090.5000,1833.7000,81.0,9.665038,90.665038
N3,right,5,1414.0000,1090.5000,1833.7000,82.0,9.307830,91.307830
N3,right,5,1414.0000,1090.5000,1833.7000,83.0,8.950622,91.950622
N3,right,5,1414.0000,1090.5000,1833.7000,84.0,8.593413,92.593413
N3,right,5,1414.0000,1090.5000,1833.7000,85.0,8.236205,93.236205
N3,right,5,1414.0000,1090.5000,1833.7000,86.0,7.878997,93.878997
N3,right,5,1414.0000,1090.5000,1833.7000,87.0,7.521788,94.521788
N3,right,5,1414.0000,1090.5000,1833.7000,88.0,7.164580,95.164580
N3,right,5,1414.0000,1090.5000,1833.7000,89.0,6.807372,95.807372
N3,right,5,1414.0000,1090.5000,1833.7000,90.0,6.450163,96.450163
N3,right,5,1414.0000,1090.5000,1833.7000,91.0,6.092955,97.092955
N3,right,5,1414.0000,1090.5000,1833.7000,92.0,5.735747,97.735747
N3,right,5,1414.0000,1090.5000,1833.7000,93.0,5.378538,98.378538
N3,right,5,1414.0000,1090.5000,1833.7000,94.0,5.021330,99.021330
N3,right,5,1414.0000,1090.5000,1833.7000,95.0,4.664122,99.664122
N3,right,5,1414.0000,1090.5000,1833.7000,96.0,4.000000,100.000000
N3,right,5,1414.0000,1090.5000,1833.7000,97.0,3.000000,100.000000
N3,right,5,1414.0000,1090.5000,1833.7000,98.0,2.000000,100.000000
N3,right,5,1414.0000,1090.5000,1833.7000,99.0,1.000000,100.000000
N3,right,5,1414.0000,1090.5000,1833.7000,100.0,0.000000,100.000000
N3,right,5,1414.0000,1090.5000,1833.7000,101.0,-1.000000,100.000000
N3,right,5,1414.0000,1090.5000,1833.7000,102.0,-2.000000,100.000000
N3,right,5,1414.0000,1090.5000,1833.7000,103.0,-3.000000,100.000000
N3,right,5,1414.0000,1090.5000,1833.7000,104.0,-4.000000,100.000000
N3,right,5,1414.0000,1090.5000,1833.7000,105.0,-5.000000,100.000000
N3,right,5,1414.0000,1090.5000,1833.7000,106.0,-6.000000,100.000000
N3,right,5,1414.0000,1090.5000,1833.7000,107.0,-7.000000,100.000000
N3,right,5,1414.0000,1090.5000,1833.7000,108.0,-8.000000,100.000000
N3,right,5,1414.0000,1090.5000,1833.7000,109.0,-9.000000,100.000000
N3,right,5,1414.0000,1090.5000,1833.7000,110.0,-10.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,-10.0,33.211667,23.211667
N3,right,6,2378.0000,1833.7000,3084.2000,-9.0,33.211667,24.211667
N3,right,6,2378.0000,1833.7000,3084.2000,-8.0,33.211667,25.211667
N3,right,6,2378.0000,1833.7000,3084.2000,-7.0,33.211667,26.211667
N3,right,6,2378.0000,1833.7000,3084.2000,-6.0,33.211667,27.211667
N3,right,6,2378.0000,1833.7000,3084.2000,-5.0,33.211667,28.211667
N3,right,6,2378.0000,1833.7000,3084.2000,-4.0,33.211667,29.211667
N3,right,6,2378.0000,1833.7000,3084.2000,-3.0,33.211667,30.211667
N3,right,6,2378.0000,1833.7000,3084.2000,-2.0,33.211667,31.211667
N3,right,6,2378.0000,1833.7000,3084.2000,-1.0,33.211667,32.211667
N3,right,6,2378.0000,1833.7000,3084.2000,0.0,33.211667,33.211667
N3,right,6,2378.0000,1833.7000,3084.2000,1.0,33.211667,34.211667
N3,right,6,2378.0000,1833.7000,3084.2000,2.0,33.211667,35.211667
N3,right,6,2378.0000,1833.7000,3084.2000,3.0,33.211667,36.211667
N3,right,6,2378.0000,1833.7000,3084.2000,4.0,33.211667,37.211667
N3,right,6,2378.0000,1833.7000,3084.2000,5.0,33.211667,38.211667
N3,right,6,2378.0000,1833.7000,3084.2000,6.0,33.211667,39.211667
N3,right,6,2378.0000,1833.7000,3084.2000,7.0,33.211667,40.211667
N3,right,6,2378.0000,1833.7000,3084.2000,8.0,33.211667,41.211667
N3,right,6,2378.0000,1833.7000,3084.2000,9.0,33.211667,42.211667
N3,right,6,2378.0000,1833.7000,3084.2000,10.0,33.211667,43.211667
N3,right,6,2378.0000,1833.7000,3084.2000,11.0,33.211667,44.211667
N3,right,6,2378.0000,1833.7000,3084.2000,12.0,33.211667,45.211667
N3,right,6,2378.0000,1833.7000,3084.2000,13.0,33.211667,46.211667
N3,right,6,2378.0000,1833.7000,3084.2000,14.0,33.211667,47.211667
N3,right,6,2378.0000,1833.7000,3084.2000,15.0,33.211667,48.211667
N3,right,6,2378.0000,1833.7000,3084.2000,16.0,33.211667,49.211667
N3,right,6,2378.0000,1833.7000,3084.2000,17.0,33.211667,50.211667
N3,right,6,2378.0000,1833.7000,3084.2000,18.0,33.211667,51.211667
N3,right,6,2378.0000,1833.7000,3084.2000,19.0,33.211667,52.211667
N3,right,6,2378.0000,1833.7000,3084.2000,20.0,33.211667,53.211667
N3,right,6,2378.0000,1833.7000,3084.2000,21.0,33.211667,54.211667
N3,right,6,2378.0000,1833.7000,3084.2000,22.0,33.211667,55.211667
N3,right,6,2378.0000,1833.7000,3084.2000,23.0,33.211667,56.211667
N3,right,6,2378.0000,1833.7000,3084.2000,24.0,33.211667,57.211667
N3,right,6,2378.0000,1833.7000,3084.2000,25.0,33.211667,58.211667
N3,right,6,2378.0000,1833.7000,3084.2000,26.0,33.211667,59.211667
N3,right,6,2378.0000,1833.7000,3084.2000,27.0,32.823901,59.823901
N3,right,6,2378.0000,1833.7000,3084.2000,28.0,32.436136,60.436136
N3,right,6,2378.0000,1833.7000,3084.2000,29.0,32.048371,61.048371
N3,right,6,2378.0000,1833.7000,3084.2000,30.0,31.660606,61.660606
N3,right,6,2378.0000,1833.7000,3084.2000,31.0,31.272840,62.272840
N3,right,6,2378.0000,1833.7000,3084.2000,32.0,30.885075,62.885075
N3,right,6,2378.0000,1833.7000,3084.2000,33.0,30.497310,63.497310
N3,right,6,2378.0000,1833.7000,3084.2000,34.0,30.109545,64.109545
N3,right,6,2378.0000,1833.7000,3084.2000,35.0,29.721779,64.721779
N3,right,6,2378.0000,1833.7000,3084.2000,36.0,29.334014,65.334014
N3,right,6,2378.0000,1833.7000,3084.2000,37.0,28.946249,65.946249
N3,right,6,2378.0000,1833.7000,3084.2000,38.0,28.558484,66.558484
N3,right,6,2378.0000,1833.7000,3084.2000,39.0,28.170718,67.170718
N3,right,6,2378.0000,1833.7000,3084.2000,40.0,27.782953,67.782953
N3,right,6,2378.0000,1833.7000,3084.2000,41.0,27.395188,68.395188
N3,right,6,2378.0000,1833.7000,3084.2000,42.0,27.007423,69.007423
N3,right,6,2378.0000,1833.7000,3084.2000,43.0,26.619657,69.619657
N3,right,6,2378.0000,1833.7000,3084.2000,44.0,26.231892,70.231892
N3,right,6,2378.0000,1833.7000,3084.2000,45.0,25.844127,70.844127
N3,right,6,2378.0000,1833.7000,3084.2000,46.0,25.456362,71.456362
N3,right,6,2378.0000,1833.7000,3084.2000,47.0,25.068596,72.068596
N3,right,6,2378.0000,1833.7000,3084.2000,48.0,24.680831,72.680831
N3,right,6,2378.0000,1833.7000,3084.2000,49.0,24.293066,73.293066
N3,right,6,2378.0000,1833.7000,3084.2000,50.0,23.905301,73.905301
N3,right,6,2378.0000,1833.7000,3084.2000,51.0,23.517535,74.517535
N3,right,6,2378.0000,1833.7000,3084.2000,52.0,23.129770,75.129770
N3,right,6,2378.0000,1833.7000,3084.2000,53.0,22.742005,75.742005
N3,right,6,2378.0000,1833.7000,3084.2000,54.0,22.354240,76.354240
N3,right,6,2378.0000,1833.7000,3084.2000,55.0,21.966475,76.966475
N3,right,6,2378.0000,1833.7000,3084.2000,56.0,21.578709,77.578709
N3,right,6,2378.0000,1833.7000,3084.2000,57.0,21.190944,78.190944
N3,right,6,2378.0000,1833.7000,3084.2000,58.0,20.803179,78.803179
N3,right,6,2378.0000,1833.7000,3084.2000,59.0,20.415414,79.415414
N3,right,6,2378.0000,1833.7000,3084.2000,60.0,20.027648,80.027648
N3,right,6,2378.0000,1833.7000,3084.2000,61.0,19.639883,80.639883
N3,right,6,2378.0000,1833.7000,3084.2000,62.0,19.252118,81.252118
N3,right,6,2378.0000,1833.7000,3084.2000,63.0,18.864353,81.864353
N3,right,6,2378.0000,1833.7000,3084.2000,64.0,18.476587,82.476587
N3,right,6,2378.0000,1833.7000,3084.2000,65.0,18.088822,83.088822
N3,right,6,2378.0000,1833.7000,3084.2000,66.0,17.701057,83.701057
N3,right,6,2378.0000,1833.7000,3084.2000,67.0,17.313292,84.313292
N3,right,6,2378.0000,1833.7000,3084.2000,68.0,16.925526,84.925526
N3,right,6,2378.0000,1833.7000,3084.2000,69.0,16.537761,85.537761
N3,right,6,2378.0000,1833.7000,3084.2000,70.0,16.149996,86.149996
N3,right,6,2378.0000,1833.7000,3084.2000,71.0,15.762231,86.762231
N3,right,6,2378.0000,1833.7000,3084.2000,72.0,15.374465,87.374465
N3,right,6,2378.0000,1833.7000,3084.2000,73.0,14.986700,87.986700
N3,right,6,2378.0000,1833.7000,3084.2000,74.0,14.598935,88.598935
N3,right,6,2378.0000,1833.7000,3084.2000,75.0,14.211170,89.211170
N3,right,6,2378.0000,1833.7000,3084.2000,76.0,13.823404,89.823404
N3,right,6,2378.0000,1833.7000,3084.2000,77.0,13.435639,90.435639
N3,right,6,2378.0000,1833.7000,3084.2000,78.0,13.047874,91.047874
N3,right,6,2378.0000,1833.7000,3084.2000,79.0,12.660109,91.660109
N3,right,6,2378.0000,1833.7000,3084.2000,80.0,12.272343,92.272343
N3,right,6,2378.0000,1833.7000,3084.2000,81.0,11.884578,92.884578
N3,right,6,2378.0000,1833.7000,3084.2000,82.0,11.496813,93.496813
N3,right,6,2378.0000,1833.7000,3084.2000,83.0,11.109048,94.109048
N3,right,6,2378.0000,1833.7000,3084.2000,84.0,10.721282,94.721282
N3,right,6,2378.0000,1833.7000,3084.2000,85.0,10.333517,95.333517
N3,right,6,2378.0000,1833.7000,3084.2000,86.0,9.945752,95.945752
N3,right,6,2378.0000,1833.7000,3084.2000,87.0,9.557987,96.557987
N3,right,6,2378.0000,1833.7000,3084.2000,88.0,9.170222,97.170222
N3,right,6,2378.0000,1833.7000,3084.2000,89.0,8.782456,97.782456
N3,right,6,2378.0000,1833.7000,3084.2000,90.0,8.394691,98.394691
N3,right,6,2378.0000,1833.7000,3084.2000,91.0,8.006926,99.006926
N3,right,6,2378.0000,1833.7000,3084.2000,92.0,7.619161,99.619161
N3,right,6,2378.0000,1833.7000,3084.2000,93.0,7.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,94.0,6.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,95.0,5.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,96.0,4.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,97.0,3.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,98.0,2.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,99.0,1.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,100.0,0.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,101.0,-1.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,102.0,-2.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,103.0,-3.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,104.0,-4.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,105.0,-5.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,106.0,-6.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,107.0,-7.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,108.0,-8.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,109.0,-9.000000,100.000000
N3,right,6,2378.0000,1833.7000,3084.2000,110.0,-10.000000,100.000000
N3,right,7,4000.0000,3084.2000,5187.3000,-10.0,39.733001,29.733001
N3,right,7,4000.0000,3084.2000,5187.3000,-9.0,39.733001,30.733001
N3,right,7,4000.0000,3084.2000,5187.3000,-8.0,39.733001,31.733001
N3,right,7,4000.0000,3084.2000,5187.3000,-7.0,39.733001,32.733001
N3,right,7,4000.0000,3084.2000,5187.3000,-6.0,39.733001,33.733001
N3,right,7,4000.0000,3084.2000,5187.3000,-5.0,39.733001,34.733001
N3,right,7,4000.0000,3084.2000,5187.3000,-4.0,39.733001,35.733001
N3,right,7,4000.0000,3084.2000,5187.3000,-3.0,39.733001,36.733001
N3,right,7,4000.0000,3084.2000,5187.3000,-2.0,39.733001,37.733001
N3,right,7,4000.0000,3084.2000,5187.3000,-1.0,39.733001,38.733001
N3,right,7,4000.0000,3084.2000,5187.3000,0.0,39.733001,39.733001
N3,right,7,4000.0000,3084.2000,5187.3000,1.0,39.733001,40.733001
N3,right,7,4000.0000,3084.2000,5187.3000,2.0,39.733001,41.733001
N3,right,7,4000.0000,3084.2000,5187.3000,3.0,39.733001,42.733001
N3,right,7,4000.0000,3084.2000,5187.3000,4.0,39.733001,43.733001
N3,right,7,4000.0000,3084.2000,5187.3000,5.0,39.733001,44.733001
N3,right,7,4000.0000,3084.2000,5187.3000,6.0,39.733001,45.733001
N3,right,7,4000.0000,3084.2000,5187.3000,7.0,39.733001,46.733001
N3,right,7,4000.0000,3084.2000,5187.3000,8.0,39.733001,47.733001
N3,right,7,4000.0000,3084.2000,5187.3000,9.0,39.733001,48.733001
N3,right,7,4000.0000,3084.2000,5187.3000,10.0,39.733001,49.733001
N3,right,7,4000.0000,3084.2000,5187.3000,11.0,39.733001,50.733001
N3,right,7,4000.0000,3084.2000,5187.3000,12.0,39.733001,51.733001
N3,right,7,4000.0000,3084.2000,5187.3000,13.0,39.733001,52.733001
N3,right,7,4000.0000,3084.2000,5187.3000,14.0,39.733001,53.733001
N3,right,7,4000.0000,3084.2000,5187.3000,15.0,39.733001,54.733001
N3,right,7,4000.0000,3084.2000,5187.3000,16.0,39.733001,55.733001
N3,right,7,4000.0000,3084.2000,5187.3000,17.0,39.733001,56.733001
N3,right,7,4000.0000,3084.2000,5187.3000,18.0,39.733001,57.733001
N3,right,7,4000.0000,3084.2000,5187.3000,19.0,39.733001,58.733001
N3,right,7,4000.0000,3084.2000,5187.3000,20.0,39.733001,59.733001
N3,right,7,4000.0000,3084.2000,5187.3000,21.0,39.733001,60.733001
N3,right,7,4000.0000,3084.2000,5187.3000,22.0,39.733001,61.733001
N3,right,7,4000.0000,3084.2000,5187.3000,23.0,39.733001,62.733001
N3,right,7,4000.0000,3084.2000,5187.3000,24.0,39.218270,63.218270
N3,right,7,4000.0000,3084.2000,5187.3000,25.0,38.703539,63.703539
N3,right,7,4000.0000,3084.2000,5187.3000,26.0,38.188808,64.188808
N3,right,7,4000.0000,3084.2000,5187.3000,27.0,37.674077,64.674077
N3,right,7,4000.0000,3084.2000,5187.3000,28.0,37.159346,65.159346
N3,right,7,4000.0000,3084.2000,5187.3000,29.0,36.644615,65.644615
N3,right,7,4000.0000,3084.2000,5187.3000,30.0,36.129884,66.129884
N3,right,7,4000.0000,3084.2000,5187.3000,31.0,35.615153,66.615153
N3,right,7,4000.0000,3084.2000,5187.3000,32.0,35.100422,67.100422
N3,right,7,4000.0000,3084.2000,5187.3000,33.0,34.585691,67.585691
N3,right,7,4000.0000,3084.2000,5187.3000,34.0,34.070960,68.070960
N3,right,7,4000.0000,3084.2000,5187.3000,35.0,33.556229,68.556229
N3,right,7,4000.0000,3084.2000,5187.3000,36.0,33.041498,69.041498
N3,right,7,4000.0000,3084.2000,5187.3000,37.0,32.526767,69.526767
N3,right,7,4000.0000,3084.2000,5187.3000,38.0,32.012036,70.012036
N3,right,7,4000.0000,3084.2000,5187.3000,39.0,31.497305,70.497305
N3,right,7,4000.0000,3084.2000,5187.3000,40.0,30.982574,70.982574
N3,right,7,4000.0000,3084.2000,5187.3000,41.0,30.467843,71.467843
N3,right,7,4000.0000,3084.2000,5187.3000,42.0,29.953112,71.953112
N3,right,7,4000.0000,3084.2000,5187.3000,43.0,29.438381,72.438381
N3,right,7,4000.0000,3084.2000,5187.3000,44.0,28.923650,72.923650
N3,right,7,4000.0000,3084.2000,5187.3000,45.0,28.408919,73.408919
N3,right,7,4000.0000,3084.2000,5187.3000,46.0,27.894188,73.894188
N3,right,7,4000.0000,3084.2000,5187.3000,47.0,27.379457,74.379457
N3,right,7,4000.0000,3084.2000,5187.3000,48.0,26.864726,74.864726
N3,right,7,4000.0000,3084.2000,5187.3000,49.0,26.349995,75.349995
N3,right,7,4000.0000,3084.2000,5187.3000,50.0,25.835264,75.835264
N3,right,7,4000.0000,3084.2000,5187.3000,51.0,25.320533,76.320533
N3,right,7,4000.0000,3084.2000,5187.3000,52.0,24.805802,76.805802
N3,right,7,4000.0000,3084.2000,5187.3000,53.0,24.291071,77.291071
N3,right,7,4000.0000,3084.2000,5187.3000,54.0,23.776340,77.776340
N3,right,7,4000.0000,3084.2000,5187.3000,55.0,23.261609,78.261609
N3,right,7,4000.0000,3084.2000,5187.3000,56.0,22.746878,78.746878
N3,right,7,4000.0000,3084.2000,5187.3000,57.0,22.232147,79.232147
N3,right,7,4000.0000,3084.2000,5187.3000,58.0,21.717416,79.717416
N3,right,7,4000.0000,3084.2000,5187.3000,59.0,21.202685,80.202685
N3,right,7,4000.0000,3084.2000,5187.3000,60.0,20.687954,80.687954
N3,right,7,4000.0000,3084.2000,5187.3000,61.0,20.173223,81.173223
N3,right,7,4000.0000,3084.2000,5187.3000,62.0,19.658492,81.658492
N3,right,7,4000.0000,3084.2000,5187.3000,63.0,19.143761,82.143761
N3,right,7,4000.0000,3084.2000,5187.3000,64.0,18.629030,82.629030
N3,right,7,4000.0000,3084.2000,5187.3000,65.0,18.114299,83.114299
N3,right,7,4000.0000,3084.2000,5187.3000,66.0,17.599568,83.599568
N3,right,7,4000.0000,3084.2000,5187.3000,67.0,17.084837,84.084837
N3,right,7,4000.0000,3084.2000,5187.3000,68.0,16.570106,84.570106
N3,right,7,4000.0000,3084.2000,5187.3000,69.0,16.055375,85.055375
N3,right,7,4000.0000,3084.2000,5187.3000,70.0,15.540644,85.540644
N3,right,7,4000.0000,3084.2000,5187.3000,71.0,15.025913,86.025913
N3,right,7,4000.0000,3084.2000,5187.3000,72.0,14.511182,86.511182
N3,right,7,4000.0000,3084.2000,5187.3000,73.0,13.996451,86.996451
N3,right,7,4000.0000,3084.2000,5187.3000,74.0,13.481720,87.481720
N3,right,7,4000.0000,3084.2000,5187.3000,75.0,12.966989,87.966989
N3,right,7,4000.0000,3084.2000,5187.3000,76.0,12.452258,88.452258
N3,right,7,4000.0000,3084.2000,5187.3000,77.0,11.937527,88.937527
N3,right,7,4000.0000,3084.2000,5187.3000,78.0,11.422796,89.422796
N3,right,7,4000.0000,3084.2000,5187.3000,79.0,10.908065,89.908065
N3,right,7,4000.0000,3084.2000,5187.3000,80.0,10.393334,90.393334
N3,right,7,4000.0000,3084.2000,5187.3000,81.0,9.878603,90.878603
N3,right,7,4000.0000,3084.2000,5187.3000,82.0,9.363872,91.363872
N3,right,7,4000.0000,3084.2000,5187.3000,83.0,8.849141,91.849141
N3,right,7,4000.0000,3084.2000,5187.3000,84.0,8.334410,92.334410
N3,right,7,4000.0000,3084.2000,5187.3000,85.0,7.819679,92.819679
N3,right,7,4000.0000,3084.2000,5187.3000,86.0,7.304948,93.304948
N3,right,7,4000.0000,3084.2000,5187.3000,87.0,6.790217,93.790217
N3,right,7,4000.0000,3084.2000,5187.3000,88.0,6.275486,94.275486
N3,right,7,4000.0000,3084.2000,5187.3000,89.0,5.760755,94.760755
N3,right,7,4000.0000,3084.2000,5187.3000,90.0,5.246024,95.246024
N3,right,7,4000.0000,3084.2000,5187.3000,91.0,4.731293,95.731293
N3,right,7,4000.0000,3084.2000,5187.3000,92.0,4.216562,96.216562
N3,right,7,4000.0000,3084.2000,5187.3000,93.0,3.701831,96.701831
N3,right,7,4000.0000,3084.2000,5187.3000,94.0,3.187100,97.187100
N3,right,7,4000.0000,3084.2000,5187.3000,95.0,2.672370,97.672370
N3,right,7,4000.0000,3084.2000,5187.3000,96.0,2.157639,98.157639
N3,right,7,4000.0000,3084.2000,5187.3000,97.0,1.642908,98.642908
N3,right,7,4000.0000,3084.2000,5187.3000,98.0,1.128177,99.128177
N3,right,7,4000.0000,3084.2000,5187.3000,99.0,0.613446,99.613446
N3,right,7,4000.0000,3084.2000,5187.3000,100.0,0.000000,100.000000
N3,right,7,4000.0000,3084.2000,5187.3000,101.0,-1.000000,100.000000
N3,right,7,4000.0000,3084.2000,5187.3000,102.0,-2.000000,100.000000
N3,right,7,4000.0000,3084.2000,5187.3000,103.0,-3.000000,100.000000
N3,right,7,4000.0000,3084.2000,5187.3000,104.0,-4.000000,100.000000
N3,right,7,4000.0000,3084.2000,5187.3000,105.0,-5.000000,100.000000
N3,right,7,4000.0000,3084.2000,5187.3000,106.0,-6.000000,100.000000
N3,right,7,4000.0000,3084.2000,5187.3000,107.0,-7.000000,100.000000
N3,right,7,4000.0000,3084.2000,5187.3000,108.0,-8.000000,100.000000
N3,right,7,4000.0000,3084.2000,5187.3000,109.0,-9.000000,100.000000
N3,right,7,4000.0000,3084.2000,5187.3000,110.0,-10.000000,100.000000
N3,right,8,6727.0000,5187.3000,8724.1000,-10.0,56.596912,46.596912
N3,right,8,6727.0000,5187.3000,8724.1000,-9.0,56.596912,47.596912
N3,right,8,6727.0000,5187.3000,8724.1000,-8.0,56.596912,48.596912
N3,right,8,6727.0000,5187.3000,8724.1000,-7.0,56.596912,49.596912
N3,right,8,6727.0000,5187.3000,8724.1000,-6.0,56.596912,50.596912
N3,right,8,6727.0000,5187.3000,8724.1000,-5.0,56.596912,51.596912
N3,right,8,6727.0000,5187.3000,8724.1000,-4.0,56.596912,52.596912
N3,right,8,6727.0000,5187.3000,8724.1000,-3.0,56.596912,53.596912
N3,right,8,6727.0000,5187.3000,8724.1000,-2.0,56.596912,54.596912
N3,right,8,6727.0000,5187.3000,8724.1000,-1.0,56.596912,55.596912
N3,right,8,6727.0000,5187.3000,8724.1000,0.0,56.596912,56.596912
N3,right,8,6727.0000,5187.3000,8724.1000,1.0,56.596912,57.596912
N3,right,8,6727.0000,5187.3000,8724.1000,2.0,56.596912,58.596912
N3,right,8,6727.0000,5187.3000,8724.1000,3.0,56.596912,59.596912
N3,right,8,6727.0000,5187.3000,8724.1000,4.0,56.596912,60.596912
N3,right,8,6727.0000,5187.3000,8724.1000,5.0,56.596912,61.596912
N3,right,8,6727.0000,5187.3000,8724.1000,6.0,56.596912,62.596912
N3,right,8,6727.0000,5187.3000,8724.1000,7.0,56.596912,63.596912
N3,right,8,6727.0000,5187.3000,8724.1000,8.0,56.596912,64.596912
N3,right,8,6727.0000,5187.3000,8724.1000,9.0,56.596912,65.596912
N3,right,8,6727.0000,5187.3000,8724.1000,10.0,56.596912,66.596912
N3,right,8,6727.0000,5187.3000,8724.1000,11.0,56.596912,67.596912
N3,right,8,6727.0000,5187.3000,8724.1000,12.0,56.596912,68.596912
N3,right,8,6727.0000,5187.3000,8724.1000,13.0,56.596912,69.596912
N3,right,8,6727.0000,5187.3000,8724.1000,14.0,56.596912,70.596912
N3,right,8,6727.0000,5187.3000,8724.1000,15.0,56.596912,71.596912
N3,right,8,6727.0000,5187.3000,8724.1000,16.0,56.596912,72.596912
N3,right,8,6727.0000,5187.3000,8724.1000,17.0,56.596912,73.596912
N3,right,8,6727.0000,5187.3000,8724.1000,18.0,56.596912,74.596912
N3,right,8,6727.0000,5187.3000,8724.1000,19.0,56.596912,75.596912
N3,right,8,6727.0000,5187.3000,8724.1000,20.0,56.596912,76.596912
N3,right,8,6727.0000,5187.3000,8724.1000,21.0,56.596912,77.596912
N3,right,8,6727.0000,5187.3000,8724.1000,22.0,56.596912,78.596912
N3,right,8,6727.0000,5187.3000,8724.1000,23.0,55.939017,78.939017
N3,right,8,6727.0000,5187.3000,8724.1000,24.0,55.281122,79.281122
