profile,ear,band,active_prescription,point,centre_hz,input_level_db_spl,sigma_graph_input_dbfs,sigma_graph_output_dbfs,camfit_gain_db,sigma_output_after_global_headroom_dbfs,maximum_interpolation_error_db,implementation_note
N6,left,6,True,5,2378.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,left,7,True,1,4000.0000,10.0,-90.000000,-13.000000,77.000000,-33.000000,0.000000000,enter x/y in compressor graph
N6,left,7,True,2,4000.0000,23.0,-77.000000,0.000000,77.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,left,7,True,3,4000.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,left,8,True,1,6727.0000,10.0,-90.000000,-12.000000,78.000000,-32.000000,0.000000000,enter x/y in compressor graph
N6,left,8,True,2,6727.0000,22.0,-78.000000,0.000000,78.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,left,8,True,3,6727.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,left,9,False,1,11314.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,bypass compressor; global headroom still applies
N6,left,9,False,2,11314.0000,110.0,10.000000,10.000000,0.000000,-10.000000,0.000000000,bypass compressor; global headroom still applies
N6,right,1,True,1,177.0000,10.0,-90.000000,-30.780187,59.219813,-50.780187,0.000000000,enter x/y in compressor graph
N6,right,1,True,2,177.0000,38.0,-62.000000,-2.780187,59.219813,-22.780187,0.000000000,enter x/y in compressor graph
N6,right,1,True,3,177.0000,46.0,-54.000000,-0.043345,53.956655,-20.043345,0.000000000,enter x/y in compressor graph
N6,right,1,True,4,177.0000,47.0,-53.000000,0.000000,53.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,1,True,5,177.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,2,True,1,297.0000,10.0,-90.000000,-36.611550,53.388450,-56.611550,0.000000000,enter x/y in compressor graph
N6,right,2,True,2,297.0000,38.0,-62.000000,-8.611550,53.388450,-28.611550,0.000000000,enter x/y in compressor graph
N6,right,2,True,3,297.0000,63.0,-37.000000,-0.058918,36.941082,-20.058918,0.000000000,enter x/y in compressor graph
N6,right,2,True,4,297.0000,64.0,-36.000000,0.000000,36.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,2,True,5,297.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,3,True,1,500.0000,10.0,-90.000000,-36.903919,53.096081,-56.903919,0.000000000,enter x/y in compressor graph
N6,right,3,True,2,500.0000,36.0,-64.000000,-10.903919,53.096081,-30.903919,0.000000000,enter x/y in compressor graph
N6,right,3,True,3,500.0000,67.0,-33.000000,-0.298656,32.701344,-20.298656,0.000000000,enter x/y in compressor graph
N6,right,3,True,4,500.0000,68.0,-32.000000,0.000000,32.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,3,True,5,500.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,4,True,1,841.0000,10.0,-90.000000,-34.626865,55.373135,-54.626865,0.000000000,enter x/y in compressor graph
N6,right,4,True,2,841.0000,37.0,-63.000000,-7.626865,55.373135,-27.626865,0.000000000,enter x/y in compressor graph
N6,right,4,True,3,841.0000,59.0,-41.000000,-0.100550,40.899450,-20.100550,0.000000000,enter x/y in compressor graph
N6,right,4,True,4,841.0000,60.0,-40.000000,0.000000,40.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,4,True,5,841.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,5,True,1,1414.0000,10.0,-90.000000,-23.557293,66.442707,-43.557293,0.000000000,enter x/y in compressor graph
N6,right,5,True,2,1414.0000,32.0,-68.000000,-1.557293,66.442707,-21.557293,0.000000000,enter x/y in compressor graph
N6,right,5,True,3,1414.0000,36.0,-64.000000,-0.188872,63.811128,-20.188872,0.000000000,enter x/y in compressor graph
N6,right,5,True,4,1414.0000,37.0,-63.000000,0.000000,63.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,5,True,5,1414.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,6,True,1,2378.0000,10.0,-90.000000,-21.451719,68.548281,-41.451719,0.000000000,enter x/y in compressor graph
N6,right,6,True,2,2378.0000,26.0,-74.000000,-5.451719,68.548281,-25.451719,0.000000000,enter x/y in compressor graph
N6,right,6,True,3,2378.0000,41.0,-59.000000,-0.320140,58.679860,-20.320140,0.000000000,enter x/y in compressor graph
N6,right,6,True,4,2378.0000,42.0,-58.000000,0.000000,58.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,6,True,5,2378.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,7,True,1,4000.0000,10.0,-90.000000,-13.000000,77.000000,-33.000000,0.000000000,enter x/y in compressor graph
N6,right,7,True,2,4000.0000,23.0,-77.000000,0.000000,77.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,7,True,3,4000.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,8,True,1,6727.0000,10.0,-90.000000,-12.000000,78.000000,-32.000000,0.000000000,enter x/y in compressor graph
N6,right,8,True,2,6727.0000,22.0,-78.000000,0.000000,78.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,8,True,3,6727.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,right,9,False,1,11314.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,bypass compressor; global headroom still applies
N6,right,9,False,2,11314.0000,110.0,10.000000,10.000000,0.000000,-10.000000,0.000000000,bypass compressor; global headroom still applies
N7,left,1,True,1,177.0000,10.0,-90.000000,-28.000000,62.000000,-48.000000,0.000000000,enter x/y in compressor graph
N7,left,1,True,2,177.0000,38.0,-62.000000,0.000000,62.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,1,True,3,177.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,2,True,1,297.0000,10.0,-90.000000,-28.000000,62.000000,-48.000000,0.000000000,enter x/y in compressor graph
N7,left,2,True,2,297.0000,38.0,-62.000000,0.000000,62.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,2,True,3,297.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,3,True,1,500.0000,10.0,-90.000000,-26.000000,64.000000,-46.000000,0.000000000,enter x/y in compressor graph
N7,left,3,True,2,500.0000,36.0,-64.000000,0.000000,64.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,3,True,3,500.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,4,True,1,841.0000,10.0,-90.000000,-27.000000,63.000000,-47.000000,0.000000000,enter x/y in compressor graph
N7,left,4,True,2,841.0000,37.0,-63.000000,0.000000,63.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,4,True,3,841.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,5,True,1,1414.0000,10.0,-90.000000,-22.000000,68.000000,-42.000000,0.000000000,enter x/y in compressor graph
N7,left,5,True,2,1414.0000,32.0,-68.000000,0.000000,68.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,5,True,3,1414.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,6,True,1,2378.0000,10.0,-90.000000,-16.000000,74.000000,-36.000000,0.000000000,enter x/y in compressor graph
N7,left,6,True,2,2378.0000,26.0,-74.000000,0.000000,74.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,6,True,3,2378.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,7,True,1,4000.0000,10.0,-90.000000,-13.000000,77.000000,-33.000000,0.000000000,enter x/y in compressor graph
N7,left,7,True,2,4000.0000,23.0,-77.000000,0.000000,77.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,7,True,3,4000.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,8,True,1,6727.0000,10.0,-90.000000,-12.000000,78.000000,-32.000000,0.000000000,enter x/y in compressor graph
N7,left,8,True,2,6727.0000,22.0,-78.000000,0.000000,78.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,8,True,3,6727.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,left,9,False,1,11314.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,bypass compressor; global headroom still applies
N7,left,9,False,2,11314.0000,110.0,10.000000,10.000000,0.000000,-10.000000,0.000000000,bypass compressor; global headroom still applies
N7,right,1,True,1,177.0000,10.0,-90.000000,-28.000000,62.000000,-48.000000,0.000000000,enter x/y in compressor graph
N7,right,1,True,2,177.0000,38.0,-62.000000,0.000000,62.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,1,True,3,177.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,2,True,1,297.0000,10.0,-90.000000,-28.000000,62.000000,-48.000000,0.000000000,enter x/y in compressor graph
N7,right,2,True,2,297.0000,38.0,-62.000000,0.000000,62.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,2,True,3,297.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,3,True,1,500.0000,10.0,-90.000000,-26.000000,64.000000,-46.000000,0.000000000,enter x/y in compressor graph
N7,right,3,True,2,500.0000,36.0,-64.000000,0.000000,64.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,3,True,3,500.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,4,True,1,841.0000,10.0,-90.000000,-27.000000,63.000000,-47.000000,0.000000000,enter x/y in compressor graph
N7,right,4,True,2,841.0000,37.0,-63.000000,0.000000,63.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,4,True,3,841.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,5,True,1,1414.0000,10.0,-90.000000,-22.000000,68.000000,-42.000000,0.000000000,enter x/y in compressor graph
N7,right,5,True,2,1414.0000,32.0,-68.000000,0.000000,68.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,5,True,3,1414.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,6,True,1,2378.0000,10.0,-90.000000,-16.000000,74.000000,-36.000000,0.000000000,enter x/y in compressor graph
N7,right,6,True,2,2378.0000,26.0,-74.000000,0.000000,74.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,6,True,3,2378.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,7,True,1,4000.0000,10.0,-90.000000,-13.000000,77.000000,-33.000000,0.000000000,enter x/y in compressor graph
N7,right,7,True,2,4000.0000,23.0,-77.000000,0.000000,77.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,7,True,3,4000.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,8,True,1,6727.0000,10.0,-90.000000,-12.000000,78.000000,-32.000000,0.000000000,enter x/y in compressor graph
N7,right,8,True,2,6727.0000,22.0,-78.000000,0.000000,78.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,8,True,3,6727.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N7,right,9,False,1,11314.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,bypass compressor; global headroom still applies
N7,right,9,False,2,11314.0000,110.0,10.000000,10.000000,0.000000,-10.000000,0.000000000,bypass compressor; global headroom still applies
S1,left,1,True,1,177.0000,10.0,-90.000000,-87.019062,2.980938,-107.019062,0.003427497,enter x/y in compressor graph
S1,left,1,True,2,177.0000,38.0,-62.000000,-59.019062,2.980938,-79.019062,0.003427497,enter x/y in compressor graph
S1,left,1,True,3,177.0000,59.0,-41.000000,-40.996487,0.003513,-60.996487,0.003427497,enter x/y in compressor graph
S1,left,1,True,4,177.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.003427497,enter x/y in compressor graph
S1,left,1,True,5,177.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.003427497,enter x/y in compressor graph
S1,left,2,True,1,297.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,enter x/y in compressor graph
S1,left,2,True,2,297.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,left,2,True,3,297.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,left,3,True,1,500.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,enter x/y in compressor graph
S1,left,3,True,2,500.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,left,3,True,3,500.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,left,4,True,1,841.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,enter x/y in compressor graph
S1,left,4,True,2,841.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,left,4,True,3,841.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,left,5,True,1,1414.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,enter x/y in compressor graph
S1,left,5,True,2,1414.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,left,5,True,3,1414.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,left,6,True,1,2378.0000,10.0,-90.000000,-80.824659,9.175341,-100.824659,0.000000000,enter x/y in compressor graph
S1,left,6,True,2,2378.0000,90.0,-10.000000,-0.824659,9.175341,-20.824659,0.000000000,enter x/y in compressor graph
S1,left,6,True,3,2378.0000,91.0,-9.000000,0.000000,9.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,left,6,True,4,2378.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,left,7,True,1,4000.0000,10.0,-90.000000,-54.120278,35.879722,-74.120278,0.000000000,enter x/y in compressor graph
S1,left,7,True,2,4000.0000,23.0,-77.000000,-41.120278,35.879722,-61.120278,0.000000000,enter x/y in compressor graph
S1,left,7,True,3,4000.0000,97.0,-3.000000,-0.147213,2.852787,-20.147213,0.000000000,enter x/y in compressor graph
S1,left,7,True,4,4000.0000,98.0,-2.000000,0.000000,2.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,left,7,True,5,4000.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,left,8,True,1,6727.0000,10.0,-90.000000,-28.403088,61.596912,-48.403088,0.000000000,enter x/y in compressor graph
S1,left,8,True,2,6727.0000,22.0,-78.000000,-16.403088,61.596912,-36.403088,0.000000000,enter x/y in compressor graph
S1,left,8,True,3,6727.0000,69.0,-31.000000,-0.324141,30.675859,-20.324141,0.000000000,enter x/y in compressor graph
S1,left,8,True,4,6727.0000,70.0,-30.000000,0.000000,30.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,left,8,True,5,6727.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,left,9,False,1,11314.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,bypass compressor; global headroom still applies
S1,left,9,False,2,11314.0000,110.0,10.000000,10.000000,0.000000,-10.000000,0.000000000,bypass compressor; global headroom still applies
S1,right,1,True,1,177.0000,10.0,-90.000000,-87.019062,2.980938,-107.019062,0.003427497,enter x/y in compressor graph
S1,right,1,True,2,177.0000,38.0,-62.000000,-59.019062,2.980938,-79.019062,0.003427497,enter x/y in compressor graph
S1,right,1,True,3,177.0000,59.0,-41.000000,-40.996487,0.003513,-60.996487,0.003427497,enter x/y in compressor graph
S1,right,1,True,4,177.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.003427497,enter x/y in compressor graph
S1,right,1,True,5,177.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.003427497,enter x/y in compressor graph
S1,right,2,True,1,297.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,enter x/y in compressor graph
S1,right,2,True,2,297.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,right,2,True,3,297.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,right,3,True,1,500.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,enter x/y in compressor graph
S1,right,3,True,2,500.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,right,3,True,3,500.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,right,4,True,1,841.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,enter x/y in compressor graph
S1,right,4,True,2,841.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,right,4,True,3,841.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,right,5,True,1,1414.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,enter x/y in compressor graph
S1,right,5,True,2,1414.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,right,5,True,3,1414.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,right,6,True,1,2378.0000,10.0,-90.000000,-80.824659,9.175341,-100.824659,0.000000000,enter x/y in compressor graph
S1,right,6,True,2,2378.0000,90.0,-10.000000,-0.824659,9.175341,-20.824659,0.000000000,enter x/y in compressor graph
S1,right,6,True,3,2378.0000,91.0,-9.000000,0.000000,9.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,right,6,True,4,2378.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,right,7,True,1,4000.0000,10.0,-90.000000,-54.120278,35.879722,-74.120278,0.000000000,enter x/y in compressor graph
S1,right,7,True,2,4000.0000,23.0,-77.000000,-41.120278,35.879722,-61.120278,0.000000000,enter x/y in compressor graph
S1,right,7,True,3,4000.0000,97.0,-3.000000,-0.147213,2.852787,-20.147213,0.000000000,enter x/y in compressor graph
S1,right,7,True,4,4000.0000,98.0,-2.000000,0.000000,2.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,right,7,True,5,4000.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,right,8,True,1,6727.0000,10.0,-90.000000,-28.403088,61.596912,-48.403088,0.000000000,enter x/y in compressor graph
S1,right,8,True,2,6727.0000,22.0,-78.000000,-16.403088,61.596912,-36.403088,0.000000000,enter x/y in compressor graph
S1,right,8,True,3,6727.0000,69.0,-31.000000,-0.324141,30.675859,-20.324141,0.000000000,enter x/y in compressor graph
S1,right,8,True,4,6727.0000,70.0,-30.000000,0.000000,30.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,right,8,True,5,6727.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S1,right,9,False,1,11314.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,bypass compressor; global headroom still applies
S1,right,9,False,2,11314.0000,110.0,10.000000,10.000000,0.000000,-10.000000,0.000000000,bypass compressor; global headroom still applies
S2,left,1,True,1,177.0000,10.0,-90.000000,-81.486225,8.513775,-101.486225,0.009789179,enter x/y in compressor graph
S2,left,1,True,2,177.0000,38.0,-62.000000,-53.486225,8.513775,-73.486225,0.009789179,enter x/y in compressor graph
S2,left,1,True,3,177.0000,59.0,-41.000000,-40.989966,0.010034,-60.989966,0.009789179,enter x/y in compressor graph
S2,left,1,True,4,177.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.009789179,enter x/y in compressor graph
S2,left,1,True,5,177.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.009789179,enter x/y in compressor graph
S2,left,2,True,1,297.0000,10.0,-90.000000,-85.199974,4.800026,-105.199974,0.006770160,enter x/y in compressor graph
S2,left,2,True,2,297.0000,38.0,-62.000000,-57.199974,4.800026,-77.199974,0.006770160,enter x/y in compressor graph
S2,left,2,True,3,297.0000,59.0,-41.000000,-40.993061,0.006939,-60.993061,0.006770160,enter x/y in compressor graph
S2,left,2,True,4,297.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.006770160,enter x/y in compressor graph
S2,left,2,True,5,297.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.006770160,enter x/y in compressor graph
S2,left,3,True,1,500.0000,10.0,-90.000000,-88.063369,1.936631,-108.063369,0.000000000,enter x/y in compressor graph
S2,left,3,True,2,500.0000,36.0,-64.000000,-62.063369,1.936631,-82.063369,0.000000000,enter x/y in compressor graph
S2,left,3,True,3,500.0000,98.0,-2.000000,-0.923219,1.076781,-20.923219,0.000000000,enter x/y in compressor graph
S2,left,3,True,4,500.0000,99.0,-1.000000,0.000000,1.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,left,3,True,5,500.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,left,4,True,1,841.0000,10.0,-90.000000,-82.103641,7.896359,-102.103641,0.000000000,enter x/y in compressor graph
S2,left,4,True,2,841.0000,37.0,-63.000000,-55.103641,7.896359,-75.103641,0.000000000,enter x/y in compressor graph
S2,left,4,True,3,841.0000,92.0,-8.000000,-0.784452,7.215548,-20.784452,0.000000000,enter x/y in compressor graph
S2,left,4,True,4,841.0000,93.0,-7.000000,0.000000,7.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,left,4,True,5,841.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,left,5,True,1,1414.0000,10.0,-90.000000,-70.764433,19.235567,-90.764433,0.000000000,enter x/y in compressor graph
S2,left,5,True,2,1414.0000,32.0,-68.000000,-48.764433,19.235567,-68.764433,0.000000000,enter x/y in compressor graph
S2,left,5,True,3,1414.0000,93.0,-7.000000,-0.599015,6.400985,-20.599015,0.000000000,enter x/y in compressor graph
S2,left,5,True,4,1414.0000,94.0,-6.000000,0.000000,6.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,left,5,True,5,1414.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,left,6,True,1,2378.0000,10.0,-90.000000,-48.078216,41.921784,-68.078216,0.000000000,enter x/y in compressor graph
S2,left,6,True,2,2378.0000,26.0,-74.000000,-32.078216,41.921784,-52.078216,0.000000000,enter x/y in compressor graph
S2,left,6,True,3,2378.0000,96.0,-4.000000,-0.145829,3.854171,-20.145829,0.000000000,enter x/y in compressor graph
S2,left,6,True,4,2378.0000,97.0,-3.000000,0.000000,3.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,left,6,True,5,2378.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,left,7,True,1,4000.0000,10.0,-90.000000,-17.666392,72.333608,-37.666392,0.000000000,enter x/y in compressor graph
S2,left,7,True,2,4000.0000,23.0,-77.000000,-4.666392,72.333608,-24.666392,0.000000000,enter x/y in compressor graph
S2,left,7,True,3,4000.0000,36.0,-64.000000,-0.219023,63.780977,-20.219023,0.000000000,enter x/y in compressor graph
S2,left,7,True,4,4000.0000,37.0,-63.000000,0.000000,63.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,left,7,True,5,4000.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,left,8,True,1,6727.0000,10.0,-90.000000,-12.000000,78.000000,-32.000000,0.000000000,enter x/y in compressor graph
S2,left,8,True,2,6727.0000,22.0,-78.000000,0.000000,78.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,left,8,True,3,6727.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,left,9,False,1,11314.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,bypass compressor; global headroom still applies
S2,left,9,False,2,11314.0000,110.0,10.000000,10.000000,0.000000,-10.000000,0.000000000,bypass compressor; global headroom still applies
S2,right,1,True,1,177.0000,10.0,-90.000000,-81.486225,8.513775,-101.486225,0.009789179,enter x/y in compressor graph
S2,right,1,True,2,177.0000,38.0,-62.000000,-53.486225,8.513775,-73.486225,0.009789179,enter x/y in compressor graph
S2,right,1,True,3,177.0000,59.0,-41.000000,-40.989966,0.010034,-60.989966,0.009789179,enter x/y in compressor graph
S2,right,1,True,4,177.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.009789179,enter x/y in compressor graph
S2,right,1,True,5,177.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.009789179,enter x/y in compressor graph
S2,right,2,True,1,297.0000,10.0,-90.000000,-85.199974,4.800026,-105.199974,0.006770160,enter x/y in compressor graph
S2,right,2,True,2,297.0000,38.0,-62.000000,-57.199974,4.800026,-77.199974,0.006770160,enter x/y in compressor graph
S2,right,2,True,3,297.0000,59.0,-41.000000,-40.993061,0.006939,-60.993061,0.006770160,enter x/y in compressor graph
S2,right,2,True,4,297.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.006770160,enter x/y in compressor graph
S2,right,2,True,5,297.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.006770160,enter x/y in compressor graph
S2,right,3,True,1,500.0000,10.0,-90.000000,-88.063369,1.936631,-108.063369,0.000000000,enter x/y in compressor graph
S2,right,3,True,2,500.0000,36.0,-64.000000,-62.063369,1.936631,-82.063369,0.000000000,enter x/y in compressor graph
S2,right,3,True,3,500.0000,98.0,-2.000000,-0.923219,1.076781,-20.923219,0.000000000,enter x/y in compressor graph
S2,right,3,True,4,500.0000,99.0,-1.000000,0.000000,1.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,right,3,True,5,500.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,right,4,True,1,841.0000,10.0,-90.000000,-82.103641,7.896359,-102.103641,0.000000000,enter x/y in compressor graph
S2,right,4,True,2,841.0000,37.0,-63.000000,-55.103641,7.896359,-75.103641,0.000000000,enter x/y in compressor graph
S2,right,4,True,3,841.0000,92.0,-8.000000,-0.784452,7.215548,-20.784452,0.000000000,enter x/y in compressor graph
S2,right,4,True,4,841.0000,93.0,-7.000000,0.000000,7.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,right,4,True,5,841.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
S2,right,5,True,1,1414.0000,10.0,-90.000000,-70.764433,19.235567,-90.764433,0.000000000,enter x/y in compressor graph
S2,right,5,True,2,1414.0000,32.0,-68.000000,-48.764433,19.235567,-68.764433,0.000000000,enter x/y in compressor graph
