profile,ear,band,active_prescription,point,centre_hz,input_level_db_spl,sigma_graph_input_dbfs,sigma_graph_output_dbfs,camfit_gain_db,sigma_output_after_global_headroom_dbfs,maximum_interpolation_error_db,implementation_note
N3,right,4,True,4,841.0000,94.0,-6.000000,0.000000,6.000000,-20.000000,0.000000000,enter x/y in compressor graph
N3,right,4,True,5,841.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N3,right,5,True,1,1414.0000,10.0,-90.000000,-62.831753,27.168247,-82.831753,0.000000000,enter x/y in compressor graph
N3,right,5,True,2,1414.0000,32.0,-68.000000,-40.831753,27.168247,-60.831753,0.000000000,enter x/y in compressor graph
N3,right,5,True,3,1414.0000,95.0,-5.000000,-0.335878,4.664122,-20.335878,0.000000000,enter x/y in compressor graph
N3,right,5,True,4,1414.0000,96.0,-4.000000,0.000000,4.000000,-20.000000,0.000000000,enter x/y in compressor graph
N3,right,5,True,5,1414.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N3,right,6,True,1,2378.0000,10.0,-90.000000,-56.788333,33.211667,-76.788333,0.000000000,enter x/y in compressor graph
N3,right,6,True,2,2378.0000,26.0,-74.000000,-40.788333,33.211667,-60.788333,0.000000000,enter x/y in compressor graph
N3,right,6,True,3,2378.0000,92.0,-8.000000,-0.380839,7.619161,-20.380839,0.000000000,enter x/y in compressor graph
N3,right,6,True,4,2378.0000,93.0,-7.000000,0.000000,7.000000,-20.000000,0.000000000,enter x/y in compressor graph
N3,right,6,True,5,2378.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N3,right,7,True,1,4000.0000,10.0,-90.000000,-50.266999,39.733001,-70.266999,0.000000000,enter x/y in compressor graph
N3,right,7,True,2,4000.0000,23.0,-77.000000,-37.266999,39.733001,-57.266999,0.000000000,enter x/y in compressor graph
N3,right,7,True,3,4000.0000,99.0,-1.000000,-0.386554,0.613446,-20.386554,0.000000000,enter x/y in compressor graph
N3,right,7,True,4,4000.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
N3,right,7,True,5,4000.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N3,right,8,True,1,6727.0000,10.0,-90.000000,-33.403088,56.596912,-53.403088,0.000000000,enter x/y in compressor graph
N3,right,8,True,2,6727.0000,22.0,-78.000000,-21.403088,56.596912,-41.403088,0.000000000,enter x/y in compressor graph
N3,right,8,True,3,6727.0000,84.0,-16.000000,-0.192562,15.807438,-20.192562,0.000000000,enter x/y in compressor graph
N3,right,8,True,4,6727.0000,85.0,-15.000000,0.000000,15.000000,-20.000000,0.000000000,enter x/y in compressor graph
N3,right,8,True,5,6727.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N3,right,9,False,1,11314.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,bypass compressor; global headroom still applies
N3,right,9,False,2,11314.0000,110.0,10.000000,10.000000,0.000000,-10.000000,0.000000000,bypass compressor; global headroom still applies
N4,left,1,True,1,177.0000,10.0,-90.000000,-50.780187,39.219813,-70.780187,0.000000000,enter x/y in compressor graph
N4,left,1,True,2,177.0000,38.0,-62.000000,-22.780187,39.219813,-42.780187,0.000000000,enter x/y in compressor graph
N4,left,1,True,3,177.0000,97.0,-3.000000,-2.595977,0.404023,-22.595977,0.000000000,enter x/y in compressor graph
N4,left,1,True,4,177.0000,98.0,-2.000000,-2.000000,0.000000,-22.000000,0.000000000,enter x/y in compressor graph
N4,left,1,True,5,177.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,1,True,6,177.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,2,True,1,297.0000,10.0,-90.000000,-57.673732,32.326268,-77.673732,0.000000000,enter x/y in compressor graph
N4,left,2,True,2,297.0000,38.0,-62.000000,-29.673732,32.326268,-49.673732,0.000000000,enter x/y in compressor graph
N4,left,2,True,3,297.0000,87.0,-13.000000,-12.910575,0.089425,-32.910575,0.000000000,enter x/y in compressor graph
N4,left,2,True,4,297.0000,88.0,-12.000000,-12.000000,0.000000,-32.000000,0.000000000,enter x/y in compressor graph
N4,left,2,True,5,297.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,2,True,6,297.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,3,True,1,500.0000,10.0,-90.000000,-59.637882,30.362118,-79.637882,0.000000000,enter x/y in compressor graph
N4,left,3,True,2,500.0000,36.0,-64.000000,-33.637882,30.362118,-53.637882,0.000000000,enter x/y in compressor graph
N4,left,3,True,3,500.0000,97.0,-3.000000,-2.699653,0.300347,-22.699653,0.000000000,enter x/y in compressor graph
N4,left,3,True,4,500.0000,98.0,-2.000000,-2.000000,0.000000,-22.000000,0.000000000,enter x/y in compressor graph
N4,left,3,True,5,500.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,3,True,6,500.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,4,True,1,841.0000,10.0,-90.000000,-58.962662,31.037338,-78.962662,0.000000000,enter x/y in compressor graph
N4,left,4,True,2,841.0000,37.0,-63.000000,-31.962662,31.037338,-51.962662,0.000000000,enter x/y in compressor graph
N4,left,4,True,3,841.0000,94.0,-6.000000,-0.241988,5.758012,-20.241988,0.000000000,enter x/y in compressor graph
N4,left,4,True,4,841.0000,95.0,-5.000000,0.000000,5.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,4,True,5,841.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,5,True,1,1414.0000,10.0,-90.000000,-51.740285,38.259715,-71.740285,0.000000000,enter x/y in compressor graph
N4,left,5,True,2,1414.0000,32.0,-68.000000,-29.740285,38.259715,-49.740285,0.000000000,enter x/y in compressor graph
N4,left,5,True,3,1414.0000,99.0,-1.000000,-0.425875,0.574125,-20.425875,0.000000000,enter x/y in compressor graph
N4,left,5,True,4,1414.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,5,True,5,1414.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,6,True,1,2378.0000,10.0,-90.000000,-45.331898,44.668102,-65.331898,0.000000000,enter x/y in compressor graph
N4,left,6,True,2,2378.0000,26.0,-74.000000,-29.331898,44.668102,-49.331898,0.000000000,enter x/y in compressor graph
N4,left,6,True,3,2378.0000,98.0,-2.000000,-0.029942,1.970058,-20.029942,0.000000000,enter x/y in compressor graph
N4,left,6,True,4,2378.0000,99.0,-1.000000,0.000000,1.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,6,True,5,2378.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,7,True,1,4000.0000,10.0,-90.000000,-37.666392,52.333608,-57.666392,0.000000000,enter x/y in compressor graph
N4,left,7,True,2,4000.0000,23.0,-77.000000,-24.666392,52.333608,-44.666392,0.000000000,enter x/y in compressor graph
N4,left,7,True,3,4000.0000,95.0,-5.000000,-0.034813,4.965187,-20.034813,0.000000000,enter x/y in compressor graph
N4,left,7,True,4,4000.0000,96.0,-4.000000,0.000000,4.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,7,True,5,4000.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,8,True,1,6727.0000,10.0,-90.000000,-18.403088,71.596912,-38.403088,0.000000000,enter x/y in compressor graph
N4,left,8,True,2,6727.0000,22.0,-78.000000,-6.403088,71.596912,-26.403088,0.000000000,enter x/y in compressor graph
N4,left,8,True,3,6727.0000,40.0,-60.000000,-0.245193,59.754807,-20.245193,0.000000000,enter x/y in compressor graph
N4,left,8,True,4,6727.0000,41.0,-59.000000,0.000000,59.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,8,True,5,6727.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,left,9,False,1,11314.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,bypass compressor; global headroom still applies
N4,left,9,False,2,11314.0000,110.0,10.000000,10.000000,0.000000,-10.000000,0.000000000,bypass compressor; global headroom still applies
N4,right,1,True,1,177.0000,10.0,-90.000000,-50.780187,39.219813,-70.780187,0.000000000,enter x/y in compressor graph
N4,right,1,True,2,177.0000,38.0,-62.000000,-22.780187,39.219813,-42.780187,0.000000000,enter x/y in compressor graph
N4,right,1,True,3,177.0000,97.0,-3.000000,-2.595977,0.404023,-22.595977,0.000000000,enter x/y in compressor graph
N4,right,1,True,4,177.0000,98.0,-2.000000,-2.000000,0.000000,-22.000000,0.000000000,enter x/y in compressor graph
N4,right,1,True,5,177.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,1,True,6,177.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,2,True,1,297.0000,10.0,-90.000000,-57.673732,32.326268,-77.673732,0.000000000,enter x/y in compressor graph
N4,right,2,True,2,297.0000,38.0,-62.000000,-29.673732,32.326268,-49.673732,0.000000000,enter x/y in compressor graph
N4,right,2,True,3,297.0000,87.0,-13.000000,-12.910575,0.089425,-32.910575,0.000000000,enter x/y in compressor graph
N4,right,2,True,4,297.0000,88.0,-12.000000,-12.000000,0.000000,-32.000000,0.000000000,enter x/y in compressor graph
N4,right,2,True,5,297.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,2,True,6,297.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,3,True,1,500.0000,10.0,-90.000000,-59.637882,30.362118,-79.637882,0.000000000,enter x/y in compressor graph
N4,right,3,True,2,500.0000,36.0,-64.000000,-33.637882,30.362118,-53.637882,0.000000000,enter x/y in compressor graph
N4,right,3,True,3,500.0000,97.0,-3.000000,-2.699653,0.300347,-22.699653,0.000000000,enter x/y in compressor graph
N4,right,3,True,4,500.0000,98.0,-2.000000,-2.000000,0.000000,-22.000000,0.000000000,enter x/y in compressor graph
N4,right,3,True,5,500.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,3,True,6,500.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,4,True,1,841.0000,10.0,-90.000000,-58.962662,31.037338,-78.962662,0.000000000,enter x/y in compressor graph
N4,right,4,True,2,841.0000,37.0,-63.000000,-31.962662,31.037338,-51.962662,0.000000000,enter x/y in compressor graph
N4,right,4,True,3,841.0000,94.0,-6.000000,-0.241988,5.758012,-20.241988,0.000000000,enter x/y in compressor graph
N4,right,4,True,4,841.0000,95.0,-5.000000,0.000000,5.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,4,True,5,841.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,5,True,1,1414.0000,10.0,-90.000000,-51.740285,38.259715,-71.740285,0.000000000,enter x/y in compressor graph
N4,right,5,True,2,1414.0000,32.0,-68.000000,-29.740285,38.259715,-49.740285,0.000000000,enter x/y in compressor graph
N4,right,5,True,3,1414.0000,99.0,-1.000000,-0.425875,0.574125,-20.425875,0.000000000,enter x/y in compressor graph
N4,right,5,True,4,1414.0000,100.0,0.000000,0.000000,0.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,5,True,5,1414.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,6,True,1,2378.0000,10.0,-90.000000,-45.331898,44.668102,-65.331898,0.000000000,enter x/y in compressor graph
N4,right,6,True,2,2378.0000,26.0,-74.000000,-29.331898,44.668102,-49.331898,0.000000000,enter x/y in compressor graph
N4,right,6,True,3,2378.0000,98.0,-2.000000,-0.029942,1.970058,-20.029942,0.000000000,enter x/y in compressor graph
N4,right,6,True,4,2378.0000,99.0,-1.000000,0.000000,1.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,6,True,5,2378.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,7,True,1,4000.0000,10.0,-90.000000,-37.666392,52.333608,-57.666392,0.000000000,enter x/y in compressor graph
N4,right,7,True,2,4000.0000,23.0,-77.000000,-24.666392,52.333608,-44.666392,0.000000000,enter x/y in compressor graph
N4,right,7,True,3,4000.0000,95.0,-5.000000,-0.034813,4.965187,-20.034813,0.000000000,enter x/y in compressor graph
N4,right,7,True,4,4000.0000,96.0,-4.000000,0.000000,4.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,7,True,5,4000.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,8,True,1,6727.0000,10.0,-90.000000,-18.403088,71.596912,-38.403088,0.000000000,enter x/y in compressor graph
N4,right,8,True,2,6727.0000,22.0,-78.000000,-6.403088,71.596912,-26.403088,0.000000000,enter x/y in compressor graph
N4,right,8,True,3,6727.0000,40.0,-60.000000,-0.245193,59.754807,-20.245193,0.000000000,enter x/y in compressor graph
N4,right,8,True,4,6727.0000,41.0,-59.000000,0.000000,59.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,8,True,5,6727.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N4,right,9,False,1,11314.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,bypass compressor; global headroom still applies
N4,right,9,False,2,11314.0000,110.0,10.000000,10.000000,0.000000,-10.000000,0.000000000,bypass compressor; global headroom still applies
N5,left,1,True,1,177.0000,10.0,-90.000000,-40.780187,49.219813,-60.780187,0.000000000,enter x/y in compressor graph
N5,left,1,True,2,177.0000,38.0,-62.000000,-12.780187,49.219813,-32.780187,0.000000000,enter x/y in compressor graph
N5,left,1,True,3,177.0000,75.0,-25.000000,-0.122293,24.877707,-20.122293,0.000000000,enter x/y in compressor graph
N5,left,1,True,4,177.0000,76.0,-24.000000,0.000000,24.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,1,True,5,177.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,2,True,1,297.0000,10.0,-90.000000,-46.611550,43.388450,-66.611550,0.000000000,enter x/y in compressor graph
N5,left,2,True,2,297.0000,38.0,-62.000000,-18.611550,43.388450,-38.611550,0.000000000,enter x/y in compressor graph
N5,left,2,True,3,297.0000,92.0,-8.000000,-0.137865,7.862135,-20.137865,0.000000000,enter x/y in compressor graph
N5,left,2,True,4,297.0000,93.0,-7.000000,0.000000,7.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,2,True,5,297.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,3,True,1,500.0000,10.0,-90.000000,-46.903919,43.096081,-66.903919,0.000000000,enter x/y in compressor graph
N5,left,3,True,2,500.0000,36.0,-64.000000,-20.903919,43.096081,-40.903919,0.000000000,enter x/y in compressor graph
N5,left,3,True,3,500.0000,97.0,-3.000000,-0.035498,2.964502,-20.035498,0.000000000,enter x/y in compressor graph
N5,left,3,True,4,500.0000,98.0,-2.000000,0.000000,2.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,3,True,5,500.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,4,True,1,841.0000,10.0,-90.000000,-44.626865,45.373135,-64.626865,0.000000000,enter x/y in compressor graph
N5,left,4,True,2,841.0000,37.0,-63.000000,-17.626865,45.373135,-37.626865,0.000000000,enter x/y in compressor graph
N5,left,4,True,3,841.0000,88.0,-12.000000,-0.179497,11.820503,-20.179497,0.000000000,enter x/y in compressor graph
N5,left,4,True,4,841.0000,89.0,-11.000000,0.000000,11.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,4,True,5,841.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,5,True,1,1414.0000,10.0,-90.000000,-33.557293,56.442707,-53.557293,0.000000000,enter x/y in compressor graph
N5,left,5,True,2,1414.0000,32.0,-68.000000,-11.557293,56.442707,-31.557293,0.000000000,enter x/y in compressor graph
N5,left,5,True,3,1414.0000,65.0,-35.000000,-0.267819,34.732181,-20.267819,0.000000000,enter x/y in compressor graph
N5,left,5,True,4,1414.0000,66.0,-34.000000,0.000000,34.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,5,True,5,1414.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,6,True,1,2378.0000,10.0,-90.000000,-33.586460,56.413540,-53.586460,0.000000000,enter x/y in compressor graph
N5,left,6,True,2,2378.0000,26.0,-74.000000,-17.586460,56.413540,-37.586460,0.000000000,enter x/y in compressor graph
N5,left,6,True,3,2378.0000,77.0,-23.000000,-0.139091,22.860909,-20.139091,0.000000000,enter x/y in compressor graph
N5,left,6,True,4,2378.0000,78.0,-22.000000,0.000000,22.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,6,True,5,2378.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,7,True,1,4000.0000,10.0,-90.000000,-32.666392,57.333608,-52.666392,0.000000000,enter x/y in compressor graph
N5,left,7,True,2,4000.0000,23.0,-77.000000,-19.666392,57.333608,-39.666392,0.000000000,enter x/y in compressor graph
N5,left,7,True,3,4000.0000,80.0,-20.000000,-0.166392,19.833608,-20.166392,0.000000000,enter x/y in compressor graph
N5,left,7,True,4,4000.0000,81.0,-19.000000,0.000000,19.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,7,True,5,4000.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,8,True,1,6727.0000,10.0,-90.000000,-18.403088,71.596912,-38.403088,0.000000000,enter x/y in compressor graph
N5,left,8,True,2,6727.0000,22.0,-78.000000,-6.403088,71.596912,-26.403088,0.000000000,enter x/y in compressor graph
N5,left,8,True,3,6727.0000,40.0,-60.000000,-0.245193,59.754807,-20.245193,0.000000000,enter x/y in compressor graph
N5,left,8,True,4,6727.0000,41.0,-59.000000,0.000000,59.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,8,True,5,6727.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,left,9,False,1,11314.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,bypass compressor; global headroom still applies
N5,left,9,False,2,11314.0000,110.0,10.000000,10.000000,0.000000,-10.000000,0.000000000,bypass compressor; global headroom still applies
N5,right,1,True,1,177.0000,10.0,-90.000000,-40.780187,49.219813,-60.780187,0.000000000,enter x/y in compressor graph
N5,right,1,True,2,177.0000,38.0,-62.000000,-12.780187,49.219813,-32.780187,0.000000000,enter x/y in compressor graph
N5,right,1,True,3,177.0000,75.0,-25.000000,-0.122293,24.877707,-20.122293,0.000000000,enter x/y in compressor graph
N5,right,1,True,4,177.0000,76.0,-24.000000,0.000000,24.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,1,True,5,177.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,2,True,1,297.0000,10.0,-90.000000,-46.611550,43.388450,-66.611550,0.000000000,enter x/y in compressor graph
N5,right,2,True,2,297.0000,38.0,-62.000000,-18.611550,43.388450,-38.611550,0.000000000,enter x/y in compressor graph
N5,right,2,True,3,297.0000,92.0,-8.000000,-0.137865,7.862135,-20.137865,0.000000000,enter x/y in compressor graph
N5,right,2,True,4,297.0000,93.0,-7.000000,0.000000,7.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,2,True,5,297.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,3,True,1,500.0000,10.0,-90.000000,-46.903919,43.096081,-66.903919,0.000000000,enter x/y in compressor graph
N5,right,3,True,2,500.0000,36.0,-64.000000,-20.903919,43.096081,-40.903919,0.000000000,enter x/y in compressor graph
N5,right,3,True,3,500.0000,97.0,-3.000000,-0.035498,2.964502,-20.035498,0.000000000,enter x/y in compressor graph
N5,right,3,True,4,500.0000,98.0,-2.000000,0.000000,2.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,3,True,5,500.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,4,True,1,841.0000,10.0,-90.000000,-44.626865,45.373135,-64.626865,0.000000000,enter x/y in compressor graph
N5,right,4,True,2,841.0000,37.0,-63.000000,-17.626865,45.373135,-37.626865,0.000000000,enter x/y in compressor graph
N5,right,4,True,3,841.0000,88.0,-12.000000,-0.179497,11.820503,-20.179497,0.000000000,enter x/y in compressor graph
N5,right,4,True,4,841.0000,89.0,-11.000000,0.000000,11.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,4,True,5,841.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,5,True,1,1414.0000,10.0,-90.000000,-33.557293,56.442707,-53.557293,0.000000000,enter x/y in compressor graph
N5,right,5,True,2,1414.0000,32.0,-68.000000,-11.557293,56.442707,-31.557293,0.000000000,enter x/y in compressor graph
N5,right,5,True,3,1414.0000,65.0,-35.000000,-0.267819,34.732181,-20.267819,0.000000000,enter x/y in compressor graph
N5,right,5,True,4,1414.0000,66.0,-34.000000,0.000000,34.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,5,True,5,1414.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,6,True,1,2378.0000,10.0,-90.000000,-33.586460,56.413540,-53.586460,0.000000000,enter x/y in compressor graph
N5,right,6,True,2,2378.0000,26.0,-74.000000,-17.586460,56.413540,-37.586460,0.000000000,enter x/y in compressor graph
N5,right,6,True,3,2378.0000,77.0,-23.000000,-0.139091,22.860909,-20.139091,0.000000000,enter x/y in compressor graph
N5,right,6,True,4,2378.0000,78.0,-22.000000,0.000000,22.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,6,True,5,2378.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,7,True,1,4000.0000,10.0,-90.000000,-32.666392,57.333608,-52.666392,0.000000000,enter x/y in compressor graph
N5,right,7,True,2,4000.0000,23.0,-77.000000,-19.666392,57.333608,-39.666392,0.000000000,enter x/y in compressor graph
N5,right,7,True,3,4000.0000,80.0,-20.000000,-0.166392,19.833608,-20.166392,0.000000000,enter x/y in compressor graph
N5,right,7,True,4,4000.0000,81.0,-19.000000,0.000000,19.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,7,True,5,4000.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,8,True,1,6727.0000,10.0,-90.000000,-18.403088,71.596912,-38.403088,0.000000000,enter x/y in compressor graph
N5,right,8,True,2,6727.0000,22.0,-78.000000,-6.403088,71.596912,-26.403088,0.000000000,enter x/y in compressor graph
N5,right,8,True,3,6727.0000,40.0,-60.000000,-0.245193,59.754807,-20.245193,0.000000000,enter x/y in compressor graph
N5,right,8,True,4,6727.0000,41.0,-59.000000,0.000000,59.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,8,True,5,6727.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N5,right,9,False,1,11314.0000,10.0,-90.000000,-90.000000,0.000000,-110.000000,0.000000000,bypass compressor; global headroom still applies
N5,right,9,False,2,11314.0000,110.0,10.000000,10.000000,0.000000,-10.000000,0.000000000,bypass compressor; global headroom still applies
N6,left,1,True,1,177.0000,10.0,-90.000000,-30.780187,59.219813,-50.780187,0.000000000,enter x/y in compressor graph
N6,left,1,True,2,177.0000,38.0,-62.000000,-2.780187,59.219813,-22.780187,0.000000000,enter x/y in compressor graph
N6,left,1,True,3,177.0000,46.0,-54.000000,-0.043345,53.956655,-20.043345,0.000000000,enter x/y in compressor graph
N6,left,1,True,4,177.0000,47.0,-53.000000,0.000000,53.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,left,1,True,5,177.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,left,2,True,1,297.0000,10.0,-90.000000,-36.611550,53.388450,-56.611550,0.000000000,enter x/y in compressor graph
N6,left,2,True,2,297.0000,38.0,-62.000000,-8.611550,53.388450,-28.611550,0.000000000,enter x/y in compressor graph
N6,left,2,True,3,297.0000,63.0,-37.000000,-0.058918,36.941082,-20.058918,0.000000000,enter x/y in compressor graph
N6,left,2,True,4,297.0000,64.0,-36.000000,0.000000,36.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,left,2,True,5,297.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,left,3,True,1,500.0000,10.0,-90.000000,-36.903919,53.096081,-56.903919,0.000000000,enter x/y in compressor graph
N6,left,3,True,2,500.0000,36.0,-64.000000,-10.903919,53.096081,-30.903919,0.000000000,enter x/y in compressor graph
N6,left,3,True,3,500.0000,67.0,-33.000000,-0.298656,32.701344,-20.298656,0.000000000,enter x/y in compressor graph
N6,left,3,True,4,500.0000,68.0,-32.000000,0.000000,32.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,left,3,True,5,500.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,left,4,True,1,841.0000,10.0,-90.000000,-34.626865,55.373135,-54.626865,0.000000000,enter x/y in compressor graph
N6,left,4,True,2,841.0000,37.0,-63.000000,-7.626865,55.373135,-27.626865,0.000000000,enter x/y in compressor graph
N6,left,4,True,3,841.0000,59.0,-41.000000,-0.100550,40.899450,-20.100550,0.000000000,enter x/y in compressor graph
N6,left,4,True,4,841.0000,60.0,-40.000000,0.000000,40.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,left,4,True,5,841.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,left,5,True,1,1414.0000,10.0,-90.000000,-23.557293,66.442707,-43.557293,0.000000000,enter x/y in compressor graph
N6,left,5,True,2,1414.0000,32.0,-68.000000,-1.557293,66.442707,-21.557293,0.000000000,enter x/y in compressor graph
N6,left,5,True,3,1414.0000,36.0,-64.000000,-0.188872,63.811128,-20.188872,0.000000000,enter x/y in compressor graph
N6,left,5,True,4,1414.0000,37.0,-63.000000,0.000000,63.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,left,5,True,5,1414.0000,110.0,10.000000,0.000000,-10.000000,-20.000000,0.000000000,enter x/y in compressor graph
N6,left,6,True,1,2378.0000,10.0,-90.000000,-21.451719,68.548281,-41.451719,0.000000000,enter x/y in compressor graph
N6,left,6,True,2,2378.0000,26.0,-74.000000,-5.451719,68.548281,-25.451719,0.000000000,enter x/y in compressor graph
N6,left,6,True,3,2378.0000,41.0,-59.000000,-0.320140,58.679860,-20.320140,0.000000000,enter x/y in compressor graph
N6,left,6,True,4,2378.0000,42.0,-58.000000,0.000000,58.000000,-20.000000,0.000000000,enter x/y in compressor graph
